"id",id2,"unique_id","genus","species","sex",observedIT_mu,conversion_factor,ITlength_mm,head_width,head_length,head_depth,"tongue_type",cardo_mm,prementum_mm,glossa_mm,glossa_in_prem,tongue_mm,"measured_by","project","old_uniqueID","pixel_update","notes","note_2","X_val"
"1427_NA",1427,"NA","Sphecodes","ranunculi","unknown",45,2,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1428_NA",1428,"NA","Sphecodes","ranunculi","unknown",40,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1429_NA",1429,"NA","Sphecodes","ranunculi","unknown",37,2,1.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"143_1314",143,"1314","Bombus","impatiens","female",5.45,1,5.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"143_tongue2014_143",143,"tongue2014_143","Andrena","perplexa","female",NULL,NULL,2.436157276,3.193045682,3.738279746,NULL,"",NULL,1.878578752,0.631870097,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1430_NA",1430,"NA","Pseudopanurgus","andrenoides","female",50,3.2,1.5625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1431_NA",1431,"NA","Pseudopanurgus","andrenoides","female",50,3.2,1.5625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1432_NA",1432,"NA","Pseudopanurgus","andrenoides","female",51,3.2,1.59375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1433_NA",1433,"NA","Pseudopanurgus","andrenoides","female",53,3.2,1.65625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1434_NA",1434,"NA","Pseudopanurgus","andrenoides","male",40,3.2,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1435_NA",1435,"NA","Pseudopanurgus","andrenoides","male",41,3.2,1.28125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1436_NA",1436,"NA","Nomada","illinoensis","unknown",39,3.2,1.21875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1437_NA",1437,"NA","Nomada","illinoensis","unknown",38,3.2,1.1875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1438_NA",1438,"NA","Nomada","illinoensis","unknown",40,3.2,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1439_NA",1439,"NA","Nomada","illinoensis","unknown",40,3.2,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"144_852",144,"852","Bombus","impatiens","female",5.15,1,5.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"144_tongue2014_144",144,"tongue2014_144","Andrena","vicina","female",NULL,NULL,2.499916545,3.640562995,3.154809877,NULL,"",NULL,2.022211398,0.576801454,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1440_NA",1440,"NA","Triepeolus","pectoralis","female",67,3.2,2.09375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1441_NA",1441,"NA","Triepeolus","pectoralis","female",70,3.2,2.1875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1442_NA",1442,"NA","Triepeolus","pectoralis","female",62,3.2,1.9375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1443_NA",1443,"NA","Triepeolus","pectoralis","female",65,3.2,2.03125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1444_NA",1444,"NA","Melissodes","subillatus","female",60,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1445_NA",1445,"NA","Melissodes","subillatus","female",65,2,3.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1446_NA",1446,"NA","Melissodes","subillatus","female",65,2,3.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1447_NA",1447,"NA","Melissodes","subillatus","female",55,2,2.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1448_NA",1448,"NA","Anthophora","terminalis","female",75,2,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1449_NA",1449,"NA","Anthophora","terminalis","female",73,2,3.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"145_642",145,"642","Bombus","impatiens","female",5.2,1,5.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"145_tongue2014_145",145,"tongue2014_145","Andrena","nasonii","female",NULL,NULL,1.426267061,2.35375869,1.803025142,NULL,"",NULL,1.158144652,0.398538013,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1450_NA",1450,"NA","Anthophora","terminalis","female",75,2,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1451_NA",1451,"NA","Anthophora","terminalis","female",78,2,3.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1452_NA",1452,"NA","Anthophora","terminalis","male",65,2,3.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1453_NA",1453,"NA","Anthophora","terminalis","male",67,2,3.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1454_21829",1454,"21829","Melitta","melittoides","female",52,2,2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1455_18026",1455,"18026","Megachile","frigida","female",70,1.6,4.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1456_18027",1456,"18027","Megachile","frigida","female",68,1.6,4.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1457_18028",1457,"18028","Megachile","frigida","female",64,1.6,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1458_18020",1458,"18020","Megachile","frigida","female",70,1.6,4.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1459_18086",1459,"18086","Megachile","frigida","male",62,1.6,3.875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"146_792",146,"792","Bombus","impatiens","female",5.25,1,5.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"1460_18085",1460,"18085","Megachile","frigida","male",65,1.6,4.0625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1461_18132",1461,"18132","Megachile","inermis","female",67,1.6,4.1875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1462_18131",1462,"18131","Megachile","inermis","female",70,1.6,4.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1463_18130",1463,"18130","Megachile","inermis","female",70,1.6,4.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1464_18129",1464,"18129","Megachile","inermis","female",67,1.6,4.1875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1465_18089",1465,"18089","Megachile","inermis","male",63,1.6,3.9375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1466_18090",1466,"18090","Megachile","inermis","male",63,1.6,3.9375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1467_18411",1467,"18411","Megachile","latimanus","female",55,1.6,3.4375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1468_18410",1468,"18410","Megachile","latimanus","female",65,1.6,4.0625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1469_18405",1469,"18405","Megachile","latimanus","female",70,1.6,4.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"147_1317",147,"1317","Bombus","impatiens","female",5.31,1,5.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"147_tongue2014_147",147,"tongue2014_147","Andrena","alleghaniensis","female",NULL,NULL,1.967829126,2.733596073,2.107661468,NULL,"",NULL,1.254207642,0.31041138,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1470_19399",1470,"19399","Megachile","latimanus","female",70,1.6,4.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1471_18408",1471,"18408","Megachile","latimanus","male",60,1.6,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1472_18404",1472,"18404","Megachile","latimanus","male",70,1.6,4.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1473_NA",1473,"NA","Bombus","affinis","female",70,1.6,4.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1474_NA",1474,"NA","Bombus","affinis","female",75,1.6,4.6875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1475_NA",1475,"NA","Bombus","affinis","female",72,1.6,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1476_NA",1476,"NA","Bombus","affinis","female",75,1.6,4.6875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1477_NA",1477,"NA","Bombus","affinis","female",85,1.6,5.3125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1478_NA",1478,"NA","Bombus","affinis","female",60,1.6,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1479_NA",1479,"NA","Bombus","affinis","female",70,1.6,4.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"148_1215",148,"1215","Bombus","impatiens","female",5.15,1,5.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"148_tongue2014_148",148,"tongue2014_148","Andrena","alleghaniensis","female",NULL,NULL,2.111897211,2.716949447,2.255360677,NULL,"",NULL,1.257319304,0.36663794,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1480_NA",1480,"NA","Bombus","affinis","female",75,1.6,4.6875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1481_NA",1481,"NA","Bombus","affinis","female",60,1.6,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1482_NA",1482,"NA","Bombus","affinis","female",70,1.6,4.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1483_NA",1483,"NA","Bombus","affinis","female",70,1.6,4.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1484_NA",1484,"NA","Bombus","affinis","queen",65,1,6.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1485_NA",1485,"NA","Bombus","affinis","queen",70,1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1486_NA",1486,"NA","Bombus","affinis","queen",75,1,7.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1487_NA",1487,"NA","Bombus","affinis","queen",73,1,7.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1488_NA",1488,"NA","Bombus","affinis","queen",70,1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1489_NA",1489,"NA","Bombus","affinis","queen",75,1,7.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"149_2539",149,"2539","Bombus","impatiens","female",3.4,1,3.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"149_tongue2014_149",149,"tongue2014_149","Andrena","nasonii","female",NULL,NULL,1.699406962,2.607566091,2.095829657,NULL,"",NULL,1.238250793,0.325141447,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1490_NA",1490,"NA","Bombus","affinis","queen",70,1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1491_NA",1491,"NA","Bombus","affinis","queen",70,1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1492_NA",1492,"NA","Bombus","affinis","queen",70,1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1493_NA",1493,"NA","Bombus","ashtoni","queen",45,1,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1494_NA",1494,"NA","Bombus","ashtoni","queen",65,1,6.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1495_NA",1495,"NA","Bombus","ashtoni","queen",60,1,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1496_NA",1496,"NA","Bombus","ashtoni","queen",49,1,4.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1497_NA",1497,"NA","Bombus","ashtoni","female",45,1,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1498_NA",1498,"NA","Bombus","ashtoni","female",45,1,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1499_NA",1499,"NA","Bombus","ashtoni","female",43,1,4.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"15_1529",15,"1529","Agapostemon","virescens","female",2.22,1,2.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"15_tongue2014_15",15,"tongue2014_15","Andrena","bradleyi","female",NULL,NULL,1.556682665,2.309476689,2.15278653,NULL,"",NULL,1.963731338,0.469995538,NULL,NULL,"J.Zientek","tongue2014","","/2 (x2 mag) and /4 (x4 mag)","glossa is partially clear▀ддecause of glycerin?","",""
"150_2700",150,"2700","Bombus","impatiens","female",3.75,1,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"150_tongue2014_150",150,"tongue2014_150","Andrena","alleghaniensis","female",NULL,NULL,1.757937549,2.498976405,2.170715631,NULL,"",NULL,1.22740596,0.298983217,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1500_NA",1500,"NA","Bombus","ashtoni","female",40,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1501_NA",1501,"NA","Bombus","ashtoni","female",39,1,3.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1502_NA",1502,"NA","Bombus","ashtoni","female",40,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1503_NA",1503,"NA","Bombus","ashtoni","female",45,1,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1504_NA",1504,"NA","Bombus","borealis","queen",70,1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1505_NA",1505,"NA","Bombus","borealis","queen",68,1,6.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1506_NA",1506,"NA","Bombus","borealis","queen",69,1,6.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1507_NA",1507,"NA","Bombus","borealis","queen",60,1,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1508_NA",1508,"NA","Bombus","borealis","queen",65,1,6.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1509_NA",1509,"NA","Bombus","borealis","female",45,1,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"151_2748",151,"2748","Bombus","impatiens","female",3.05,1,3.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"151_tongue2014_151",151,"tongue2014_151","Andrena","alleghaniensis","female",NULL,NULL,2.103841293,2.954943064,2.472276061,NULL,"",NULL,1.362456697,0.398931441,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1510_NA",1510,"NA","Bombus","borealis","female",45,1,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1511_NA",1511,"NA","Bombus","borealis","female",50,1,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1512_NA",1512,"NA","Bombus","borealis","female",50,1,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1513_NA",1513,"NA","Bombus","borealis","female",47,1,4.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1514_NA",1514,"NA","Bombus","borealis","female",52,1,5.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1515_NA",1515,"NA","Bombus","borealis","female",42,1,4.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1516_3529",1516,"3529","Nomada","denticulata","female",40,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NSF_2006",NULL,NULL,NULL,NULL,NULL
"1517_482",1517,"482","Nomada","denticulata","female",34,2,1.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NSF_2006",NULL,NULL,NULL,NULL,NULL
"1518_1560",1518,"1560","Nomada","denticulata","female",38,2,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NSF_2006",NULL,NULL,NULL,NULL,NULL
"1519_3549",1519,"3549","Nomada","denticulata","female",46,2,2.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NSF_2006",NULL,NULL,NULL,NULL,NULL
"152_834",152,"834","Bombus","perplexus","female",5.08,1,5.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"1520_1572",1520,"1572","Nomada","denticulata","female",32,2,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NSF_2006",NULL,NULL,NULL,NULL,NULL
"1521_2635",1521,"2635","Nomada","denticulata","female",40,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NSF_2006",NULL,NULL,NULL,NULL,NULL
"1522_1566",1522,"1566","Nomada","denticulata","female",40.5,2,2.025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NSF_2006",NULL,NULL,NULL,NULL,NULL
"1523_513",1523,"513","Nomada","denticulata","female",39,2,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NSF_2006",NULL,NULL,NULL,NULL,NULL
"1524_2872",1524,"2872","Nomada","denticulata","female",41,2,2.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NSF_2006",NULL,NULL,NULL,NULL,NULL
"1525_3550",1525,"3550","Nomada","denticulata","female",38.5,2,1.925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NSF_2006",NULL,NULL,NULL,NULL,NULL
"1526_534",1526,"534","Peponapis","pruinosa","female",55,1.5,3.666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NJPA_2010",NULL,NULL,NULL,NULL,NULL
"1527_3710",1527,"3710","Peponapis","pruinosa","female",52.5,1.5,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NJPA_2010",NULL,NULL,NULL,NULL,NULL
"1528_1575",1528,"1575","Peponapis","pruinosa","female",68,1.5,4.533333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NJPA_2010",NULL,NULL,NULL,NULL,NULL
"1529_8072",1529,"8072","Peponapis","pruinosa","female",51.5,1.5,3.433333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NJPA_2010",NULL,NULL,NULL,NULL,NULL
"153_1265",153,"1265","Bombus","perplexus","female",2.87,1,2.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"1530_583",1530,"583","Peponapis","pruinosa","female",55,1.5,3.666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NJPA_2010",NULL,NULL,NULL,NULL,NULL
"1531_8152",1531,"8152","Peponapis","pruinosa","female",57,1.5,3.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NJPA_2010",NULL,NULL,NULL,NULL,NULL
"1532_3565",1532,"3565","Peponapis","pruinosa","female",55,1.5,3.666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NJPA_2010",NULL,NULL,NULL,NULL,NULL
"1533_3652",1533,"3652","Peponapis","pruinosa","female",58,1.5,3.866666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NJPA_2010",NULL,NULL,NULL,NULL,NULL
"1534_3710",1534,"3710","Peponapis","pruinosa","female",51,1.5,3.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NJPA_2010",NULL,NULL,NULL,NULL,NULL
"1535_8681",1535,"8681","Peponapis","pruinosa","female",53,1.5,3.533333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NJPA_2010",NULL,NULL,NULL,NULL,NULL
"1536_884",1536,"884","Peponapis","pruinosa","male",54,1.5,3.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","NJPA_2010",NULL,NULL,NULL,NULL,NULL
