"","gs","uniqueID","sc","year","round","fdate","site","AM_PM","transect","treatment","L_R","genus","species","ssp","sex","detby","Taxonomy_notes","det_date","basicID","non_bee_desc1","plant_code","plant_genus_2013","plant_species_2013","plant_genus","plant_species","genus_species","planted","coll","lat","lon","spec_notes","plant_check1","plant_check2","error_redo","problem.","meanIT","meantongue"
"724","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0695","2012_DEC",2012,2,"7/3/12","DF","PM",4,"C","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RABU","Ranunculus","bulbosus","Ranunculus","bulbosus","Ranunculus_bulbosus","no","GKN",39.919101,-74.790498,"",NA,"","","",1.433914286,3.010522431
"725","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0738","2012_ROC",2012,3,"7/24/12","RO","AM",2,"C","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","no","BGJ",40.885194,-75.013669,"",NA,"","","",1.433914286,3.010522431
"726","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0690","2012_BWT",2012,1,"6/15/12","BW","PM",3,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","DPC",39.536073,-74.932563,"",NA,"","","",1.433914286,3.010522431
"727","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0716","2012_DET",2012,4,"8/31/12","DF","AM",4,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"IPLA","Ipomoea","lacunosa","Ipomoea","lacunosa","Ipomoea_lacunosa","no","BGJ",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"728","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0717","2012_DET",2012,4,"8/31/12","DF","AM",4,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"IPLA","Ipomoea","lacunosa","Ipomoea","lacunosa","Ipomoea_lacunosa","no","BGJ",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"729","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0743","2012_DET",2012,3,"8/2/12","DF","PM",3,"T","R","Ceratina","calcarata_dupla_mikmaqi","","","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"730","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0705","2012_DET",2012,2,"7/3/12","DF","AM",4,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"731","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0726","2012_ALC",2012,3,"7/27/12","AL","PM",2,"C","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"VENO","Vernonia","noveboracensis","Vernonia","noveboracensis","Vernonia_noveboracensis","no","DPC",40.92378,-74.813615,"",NA,"","","",1.433914286,3.010522431
"732","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0701","2012_DET",2012,2,"7/3/12","DF","AM",3,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"733","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0739","2012_ROT",2012,3,"7/24/12","RO","PM",2,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"COLA5","Coreopsis ","lanceolata","Coreopsis","lanceolata","Coreopsis_lanceolata","yes","BGJ",40.884492,-75.012517,"",NA,"","","",1.433914286,3.010522431
"734","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0730","2012_ALT",2012,3,"7/27/12","AL","PM",1,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"ERPH","Erigeron ","philadelphicus","Erigeron","species","Erigeron_species","no","GKN",40.926863,-74.813052,"",1,"","","",1.433914286,3.010522431
"735","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0721","2012_ROT",2012,4,"8/24/12","RO","AM",2,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"COLA5","Coreopsis ","lanceolata","Coreopsis","lanceolata","Coreopsis_lanceolata","yes","GKN",40.884492,-75.012517,"",NA,"","","",1.433914286,3.010522431
"736","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0688","2012_ALT",2012,4,"8/29/12","AL","PM",2,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"ERPH","Erigeron ","philadelphicus","Erigeron","species","Erigeron_species","no","JWB",40.926863,-74.813052,"",1,"","","",1.433914286,3.010522431
"737","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0700","2012_DET",2012,2,"7/3/12","DF","AM",2,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"738","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0741","2012_DET",2012,3,"8/2/12","DF","PM",2,"T","L","Ceratina","calcarata_dupla_mikmaqi","","m","J.Ascher","","0000-00-00","bee",NA,"COCA5","Conyza","canadensis","Conyza","canadensis","Conyza_canadensis","no","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"739","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0740","2012_DET",2012,3,"8/2/12","DF","PM",2,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"COCA5","Conyza","canadensis","Conyza","canadensis","Conyza_canadensis","no","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"740","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0686","2012_ALT",2012,3,"7/27/12","AL","PM",2,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"ERPH","Erigeron ","philadelphicus","Erigeron","species","Erigeron_species","no","DPC",40.926863,-74.813052,"",1,"","","",1.433914286,3.010522431
"741","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0832","2012_ROT",2012,1,"5/31/12","RO","PM",2,"T","L","Ceratina","calcarata_dupla_mikmaqi","","","J.Ascher","","0000-00-00","bee",NA,"COLA5","Coreopsis ","lanceolata","Coreopsis","lanceolata","Coreopsis_lanceolata","yes","DPC",40.884492,-75.012517,"",NA,"","","",1.433914286,3.010522431
"742","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0687","2012_ALT",2012,4,"8/29/12","AL","AM",3,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",40.926863,-74.813052,"",NA,"","","",1.433914286,3.010522431
"743","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0691","2012_BWT",2012,1,"6/15/12","BW","PM",3,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","DPC",39.536073,-74.932563,"",NA,"","","",1.433914286,3.010522431
"744","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0692","2012_BWT",2012,4,"8/23/12","BW","AM",2,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"COLA5","Coreopsis ","lanceolata","Coreopsis","lanceolata","Coreopsis_lanceolata","yes","DPC",39.536073,-74.932563,"",NA,"","","",1.433914286,3.010522431
"745","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0698","2012_DET",2012,2,"7/3/12","DF","AM",1,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"746","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0710","2012_DET",2012,2,"7/3/12","DF","PM",3,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"747","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0732","2012_BWT",2012,3,"8/7/12","BW","AM",3,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","JWB",39.536073,-74.932563,"",1,"","","",1.433914286,3.010522431
"748","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0684","2012_ALT",2012,1,"6/13/12","AL","PM",2,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"COLA5","Coreopsis ","lanceolata","Coreopsis","lanceolata","Coreopsis_lanceolata","yes","GKN",40.926863,-74.813052,"",NA,"","","",1.433914286,3.010522431
"749","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0722","2012_ROT",2012,4,"8/24/12","RO","PM",3,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"ERPH","Erigeron ","philadelphicus","Erigeron","species","Erigeron_species","no","BGJ",40.884492,-75.012517,"",1,"","","",1.433914286,3.010522431
"750","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0696","2012_DEC",2012,2,"7/3/12","DF","PM",4,"C","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"ERPH","Erigeron ","philadelphicus","Erigeron","species","Erigeron_species","no","GKN",39.919101,-74.790498,"",1,"","","",1.433914286,3.010522431
"751","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0737","2012_DET",2012,3,"8/2/12","DF","AM",2,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"752","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0714","2012_DET",2012,4,"8/31/12","DF","AM",2,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"COCA5","Conyza","canadensis","Conyza","canadensis","Conyza_canadensis","no","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"753","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0704","2012_DET",2012,2,"7/3/12","DF","AM",4,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"754","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0702","2012_DET",2012,2,"7/3/12","DF","AM",3,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"755","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0719","2012_MAT",2012,2,"6/28/12","MA","PM",1,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","Monarda_fistulosa","yes","GKN",39.263113,-74.719499,"",NA,"","","",1.433914286,3.010522431
"756","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0715","2012_DET",2012,4,"8/31/12","DF","AM",3,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"757","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0725","2012_ROT",2012,4,"8/24/12","RO","PM",1,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"ERPH","Erigeron ","philadelphicus","Erigeron","species","Erigeron_species","no","JWB",40.884492,-75.012517,"",1,"","","",1.433914286,3.010522431
"758","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0707","2012_DET",2012,2,"7/3/12","DF","PM",1,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"759","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0724","2012_ROT",2012,4,"8/24/12","RO","PM",1,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"ERPH","Erigeron ","philadelphicus","Erigeron","species","Erigeron_species","no","JWB",40.884492,-75.012517,"",1,"","","",1.433914286,3.010522431
"760","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0736","2012_DET",2012,3,"8/2/12","DF","AM",4,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","JWB",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"761","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0708","2012_DET",2012,2,"7/3/12","DF","PM",1,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"762","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0723","2012_ROT",2012,4,"8/24/12","RO","AM",4,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"ERPH","Erigeron ","philadelphicus","Erigeron","species","Erigeron_species","no","GKN",40.884492,-75.012517,"",1,"","","",1.433914286,3.010522431
"763","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0697","2012_DET",2012,2,"7/3/12","DF","AM",1,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"764","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0709","2012_DET",2012,2,"7/3/12","DF","PM",3,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"765","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0681","2012_ALC",2012,4,"8/29/12","AL","PM",1,"C","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"LYSA2","Lythrum","salicaria","Lythrum","salicaria","Lythrum_salicaria","no","BGJ",40.92378,-74.813615,"",1,"","","",1.433914286,3.010522431
"766","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0735","2012_DET",2012,3,"8/2/12","DF","AM",4,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","JWB",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"767","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0694","2012_DEC",2012,2,"7/3/12","DF","AM",3,"C","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RABU","Ranunculus","bulbosus","Ranunculus","bulbosus","Ranunculus_bulbosus","no","GKN",39.919101,-74.790498,"",NA,"","","",1.433914286,3.010522431
"768","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0711","2012_DET",2012,2,"7/3/12","DF","PM",3,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"769","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0733","2012_DET",2012,3,"8/2/12","DF","PM",1,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"COCA5","Conyza","canadensis","Conyza","canadensis","Conyza_canadensis","no","DPC",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"770","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0727","2012_ALC",2012,3,"7/27/12","AL","PM",2,"C","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"VENO","Vernonia","noveboracensis","Vernonia","noveboracensis","Vernonia_noveboracensis","no","DPC",40.92378,-74.813615,"",NA,"","","",1.433914286,3.010522431
"771","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0693","2012_BWT",2012,4,"8/23/12","BW","PM",3,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","BGJ",39.536073,-74.932563,"",NA,"","","",1.433914286,3.010522431
"772","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0706","2012_DET",2012,2,"7/3/12","DF","PM",1,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"773","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0720","2012_ROC",2012,4,"8/24/12","RO","AM",3,"C","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"0","unknown","unknown","Cirsium","arvense","Cirsium_arvense","no","BGJ",40.885194,-75.013669,"",1,"unknown plant sp","","",1.433914286,3.010522431
"774","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0713","2012_DET",2012,2,"7/3/12","DF","PM",4,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"775","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0680","2012_ALC",2012,3,"7/27/12","AL","PM",2,"C","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"VENO","Vernonia","noveboracensis","Vernonia","noveboracensis","Vernonia_noveboracensis","no","DPC",40.92378,-74.813615,"",1,"","","",1.433914286,3.010522431
"776","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0683","2012_ALT",2012,1,"6/13/12","AL","PM",4,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"COLA5","Coreopsis ","lanceolata","Coreopsis","lanceolata","Coreopsis_lanceolata","yes","BGJ",40.926863,-74.813052,"",NA,"","","",1.433914286,3.010522431
"777","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0729","2012_ALT",2012,3,"7/27/12","AL","PM",4,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",40.926863,-74.813052,"",NA,"","","",1.433914286,3.010522431
"778","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0728","2012_ALC",2012,3,"7/27/12","AL","PM",1,"C","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"VENO","Vernonia","noveboracensis","Vernonia","noveboracensis","Vernonia_noveboracensis","no","GKN",40.92378,-74.813615,"",NA,"","","",1.433914286,3.010522431
"779","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0712","2012_DET",2012,2,"7/3/12","DF","PM",3,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"780","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0685","2012_ALT",2012,1,"6/13/12","AL","PM",1,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"ERPH","Erigeron","philadelphicus","Erigeron","species","Erigeron_species","no","JWB",40.926863,-74.813052,"",1,"","","",1.433914286,3.010522431
"781","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0703","2012_DET",2012,2,"7/3/12","DF","AM",4,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"782","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0682","2012_ALT",2012,1,"6/13/12","AL","PM",3,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"COLA5","Coreopsis ","lanceolata","Coreopsis","lanceolata","Coreopsis_lanceolata","yes","BGJ",40.926863,-74.813052,"",NA,"","","",1.433914286,3.010522431
"783","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0699","2012_DET",2012,2,"7/3/12","DF","AM",2,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"784","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0833","2012_ROT",2012,1,"5/31/12","RO","PM",2,"T","L","Ceratina","calcarata_dupla_mikmaqi","","","J.Ascher","","0000-00-00","bee",NA,"COLA5","Coreopsis ","lanceolata","Coreopsis","lanceolata","Coreopsis_lanceolata","yes","DPC",40.884492,-75.012517,"",NA,"","","",1.433914286,3.010522431
"785","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0734","2012_DET",2012,3,"8/2/12","DF","PM",1,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"COCA5","Conyza","canadensis","Conyza","canadensis","Conyza_canadensis","no","DPC",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431
"786","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0731","2012_ALT",2012,3,"7/27/12","AL","PM",2,"T","R","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"ERPH","Erigeron ","philadelphicus","Erigeron","species","Erigeron_species","no","DPC",40.926863,-74.813052,"",1,"","","",1.433914286,3.010522431
"787","Halictus_ligatus_poeyi","NAT.CIG2012_0939","2012_DET",2012,2,"7/3/12","DF","AM",1,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.700098312,2.296858078
"788","Halictus_ligatus_poeyi","NAT.CIG2012_0957","2012_DET",2012,2,"7/3/12","DF","AM",4,"T","L","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.700098312,2.296858078
"789","Halictus_ligatus_poeyi","NAT.CIG2012_0981","2012_DET",2012,4,"8/31/12","DF","PM",1,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"COCA5","Conyza","canadensis","Conyza","canadensis","Conyza_canadensis","no","GKN",39.9198,-74.790006,"",NA,"","","",1.700098312,2.296858078
"790","Halictus_ligatus_poeyi","NAT.CIG2012_0937","2012_DET",2012,2,"7/3/12","DF","AM",1,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","Rudbeckia_hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.700098312,2.296858078
"791","Halictus_ligatus_poeyi","NAT.CIG2012_1048","2012_DET",2012,3,"8/2/12","DF","PM",2,"T","L","Halictus","ligatus_poeyi","","m","J.Ascher","","0000-00-00","bee",NA,"COCA5","Conyza","canadensis","Conyza","canadensis","Conyza_canadensis","no","GKN",39.9198,-74.790006,"",NA,"","","",1.700098312,2.296858078
"792","Halictus_ligatus_poeyi","NAT.CIG2012_1024","2012_ROT",2012,1,"5/31/12","RO","AM",2,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"LEVU","Leucanthemum","vulgare","Leucanthemum","vulgare","Leucanthemum_vulgare","yes","DPC",40.884492,-75.012517,"",NA,"","","",1.700098312,2.296858078
"793","Halictus_ligatus_poeyi","NAT.CIG2012_0861","2012_ABT",2012,4,"8/30/12","AB","AM",2,"T","L","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"EURO4","Eupatorium","rotundifolium","Eupatorium","rotundifolium","Eupatorium_rotundifolium","yes","JWB",39.780504,-74.767308,"",1,"","","",1.700098312,2.296858078
"794","Halictus_ligatus_poeyi","NAT.CIG2012_0900","2012_BWT",2012,3,"8/7/12","BW","PM",4,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","Gaillardia_pulchella","yes","GKN",39.536073,-74.932563,"",1,"","","",1.700098312,2.296858078
