uniqueID,sc,year,round,fdate,site,AM_PM,transect,treatment,L_R,genus,species,gs,sex,detby,Taxonomy_notes,det_date,basicID,non_bee_desc1,plant_code,plant_genus_2013,plant_species_2013,plant_genus,plant_species,genus_species,planted,coll,lat,lon,spec_notes,plant_check1,plant_check2,error_redo,problem?
NCIG2013_2111,2013_FHT,2013,1,6/6/13,FH,AM,2,T,R,Agapostemon,virescens,Agapostemon_virescens,f,J_Gibbs,,0000-00-00,bee,,dandy-lionlike,CHECK,CHECK,dandylike,CHECK,dandylike_CHECK,unknown,SM,40.695583,-74.755843,,3,,,yes
NCIG2013_2130,2013_FHC,2013,1,6/6/13,FH,AM,3,C,L,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Black_butt_red_spots_fly__,GAMO,Galium,mollugo,Galium,mollugo,Galium_mollugo,no,JZ,40.694391,-74.754039,,NULL,,,
NCIG2013_2129,2013_FHT,2013,1,6/6/13,FH,PM,3,T,L,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Black_butt_brown_stripes_fly__,GAMO,Galium,mollugo,Galium,mollugo,Galium_mollugo,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_2127,2013_FHC,2013,1,6/6/13,FH,AM,1,C,R,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Shiny_black_butt_fly___,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,GP,40.694391,-74.754039,,NULL,,,
NCIG2013_2128,2013_FHC,2013,1,6/6/13,FH,AM,1,C,R,Andrena,nasonii,Andrena_nasonii,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,GP,40.694391,-74.754039,,NULL,,,
NCIG2013_2083,2013_FHC,2013,1,6/6/13,FH,AM,3,C,R,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Pointy_red_side_black_striped_butt_fly,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,JZ,40.694391,-74.754039,,NULL,,,
NCIG2013_2143,2013_FHC,2013,1,6/6/13,FH,PM,1,C,L,Andrena,nasonii,Andrena_nasonii,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,GP,40.694391,-74.754039,,NULL,,,
NCIG2013_2090,2013_FHC,2013,1,6/6/13,FH,PM,1,C,L,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Shiny_black_butt_fly___,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,GP,40.694391,-74.754039,,NULL,,,
NCIG2013_2122,2013_FHC,2013,1,6/6/13,FH,PM,1,C,R,Andrena,nasonii,Andrena_nasonii,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,GP,40.694391,-74.754039,,NULL,,,
NCIG2013_2123,2013_FHC,2013,1,6/6/13,FH,PM,1,C,R,Andrena,nasonii,Andrena_nasonii,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,GP,40.694391,-74.754039,,NULL,,,
NCIG2013_2124,2013_FHC,2013,1,6/6/13,FH,PM,1,C,R,Andrena,nasonii,Andrena_nasonii,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,GP,40.694391,-74.754039,,NULL,,,
NCIG2013_2087,2013_FHC,2013,1,6/6/13,FH,PM,2,C,L,Andrena,fragilis_seeTN,Andrena_fragilis_seeTN,f,J_Gibbs,cf,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,SM,40.694391,-74.754039,det_not_100percent,NULL,,,
NCIG2013_2088,2013_FHC,2013,1,6/6/13,FH,PM,2,C,L,Lasioglossum,foxii,Lasioglossum_foxii,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,SM,40.694391,-74.754039,,NULL,,,
NCIG2013_2126,2013_FHC,2013,1,6/6/13,FH,PM,2,C,R,Andrena,fragilis_seeTN,Andrena_fragilis_seeTN,f,J_Gibbs,cf,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,SM,40.694391,-74.754039,det_not_100percent,NULL,,,
NCIG2013_2099,2013_FHC,2013,1,6/6/13,FH,PM,3,C,R,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Black_butt_brown_stripes_fly__,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,JZ,40.694391,-74.754039,,NULL,,,
NCIG2013_2112,2013_FHC,2013,1,6/6/13,FH,PM,4,C,L,Lasioglossum,coriaceum,Lasioglossum_coriaceum,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,MR,40.694391,-74.754039,,NULL,,,
NCIG2013_2113,2013_FHC,2013,1,6/6/13,FH,PM,4,C,L,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Black_spots_brown_butt_fly__,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,MR,40.694391,-74.754039,,NULL,,,
NCIG2013_2135,2013_FHC,2013,1,6/6/13,FH,PM,4,C,R,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Pointy_red_side_black_striped_butt_fly,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,MR,40.694391,-74.754039,,NULL,,,
NCIG2013_2136,2013_FHC,2013,1,6/6/13,FH,PM,4,C,R,Andrena,nasonii,Andrena_nasonii,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,MR,40.694391,-74.754039,,NULL,,,
NCIG2013_2104,2013_FHT,2013,1,6/6/13,FH,AM,1,T,L,Andrena,morrisonella,Andrena_morrisonella,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_2144,2013_FHT,2013,1,6/6/13,FH,AM,2,T,R,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Black_butt_brown_stripes_fly__,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,SM,40.695583,-74.755843,,NULL,,,
NCIG2013_2145,2013_FHT,2013,1,6/6/13,FH,AM,2,T,L,Andrena,nasonii,Andrena_nasonii,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,SM,40.695583,-74.755843,,NULL,,,
NCIG2013_2102,2013_FHT,2013,1,6/6/13,FH,AM,3,T,R,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Shiny_black_butt_fly___,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_2103,2013_FHT,2013,1,6/6/13,FH,AM,3,T,R,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Pointy_red_side_black_striped_butt_fly,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_2146,2013_FHT,2013,1,6/6/13,FH,AM,4,T,R,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Black_butt_brown_stripes_fly__,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_2119,2013_FHT,2013,1,6/6/13,FH,PM,1,T,R,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Black_butt_brown_stripes_fly__,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_2120,2013_FHT,2013,1,6/6/13,FH,PM,1,T,R,Andrena,vicina,Andrena_vicina,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_2121,2013_FHT,2013,1,6/6/13,FH,PM,1,T,R,Andrena,fragilis_seeTN,Andrena_fragilis_seeTN,f,J_Gibbs,cf,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,GP,40.695583,-74.755843,det_not_100percent,NULL,,,
NCIG2013_2147,2013_FHT,2013,1,6/6/13,FH,PM,1,T,L,Lasioglossum,gotham,Lasioglossum_gotham,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_2108,2013_FHT,2013,1,6/6/13,FH,PM,2,T,R,Andrena,morrisonella,Andrena_morrisonella,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,SM,40.695583,-74.755843,,NULL,,,
NCIG2013_2109,2013_FHT,2013,1,6/6/13,FH,PM,2,T,R,Andrena,morrisonella,Andrena_morrisonella,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,SM,40.695583,-74.755843,,NULL,,,
NCIG2013_2110,2013_FHT,2013,1,6/6/13,FH,PM,2,T,R,Andrena,morrisonella,Andrena_morrisonella,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,SM,40.695583,-74.755843,,NULL,,,
NCIG2013_2141,2013_FHT,2013,1,6/6/13,FH,PM,2,T,L,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Black_butt_brown_stripes_fly__,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,SM,40.695583,-74.755843,,NULL,,,
NCIG2013_2142,2013_FHT,2013,1,6/6/13,FH,PM,2,T,L,Andrena,fragilis_seeTN,Andrena_fragilis_seeTN,f,J_Gibbs,cf,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,SM,40.695583,-74.755843,det_not_100percent,NULL,,,
NCIG2013_2098,2013_FHT,2013,1,6/6/13,FH,PM,3,T,L,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Pointy_red_side_black_striped_butt_fly,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_2139,2013_FHT,2013,1,6/6/13,FH,PM,3,T,R,Andrena,fragilis_seeTN,Andrena_fragilis_seeTN,f,J_Gibbs,cf,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,JZ,40.695583,-74.755843,det_not_100percent,NULL,,,
NCIG2013_2140,2013_FHT,2013,1,6/6/13,FH,PM,3,T,R,Nomada,sp,Nomada_sp,m,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,JZ,40.695583,-74.755843,Jason_never_looked_giving_to_Tina_for_Droege_eyes.,NULL,,,
NCIG2013_2096,2013_FHT,2013,1,6/6/13,FH,PM,4,T,R,Andrena,morrisonella,Andrena_morrisonella,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_2092,2013_FHT,2013,1,6/6/13,FH,PM,4,T,R,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Black_butt_brown_stripes_fly__,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_2093,2013_FHT,2013,1,6/6/13,FH,PM,4,T,R,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Black_butt_brown_stripes_fly__,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_2095,2013_FHT,2013,1,6/6/13,FH,PM,4,T,R,Andrena,nasonii,Andrena_nasonii,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_2114,2013_FHT,2013,1,6/6/13,FH,PM,4,T,L,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Ugly_blue_grey_wasp___,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,MR,40.695583,-74.755843,Fly,NULL,,,
NCIG2013_2115,2013_FHT,2013,1,6/6/13,FH,PM,4,T,L,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Pointy_red_side_black_striped_butt_fly,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_2116,2013_FHT,2013,1,6/6/13,FH,PM,4,T,L,unkown,unkown,unkown_unkown,,,,0000-00-00,fly,Pointy_red_side_black_striped_butt_fly,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_2117,2013_FHT,2013,1,6/6/13,FH,PM,4,T,L,Andrena,fragilis_seeTN,Andrena_fragilis_seeTN,f,J_Gibbs,cf,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,MR,40.695583,-74.755843,det_not_100percent,NULL,,,
NCIG2013_2118,2013_FHT,2013,1,6/6/13,FH,PM,4,T,L,Andrena,fragilis_seeTN,Andrena_fragilis_seeTN,f,J_Gibbs,cf,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,yes,MR,40.695583,-74.755843,det_not_100percent,NULL,,,
NCIG2013_2105,2013_FHC,2013,1,6/6/13,FH,AM,3,C,R,Andrena,fragilis_seeTN,Andrena_fragilis_seeTN,f,J_Gibbs,cf,0000-00-00,bee,,ROMU,Rosa,multiflora,Rosa,multiflora,Rosa_multiflora,no,JZ,40.694391,-74.754039,det_not_100percent,NULL,,,
NCIG2013_2216,2013_MUC,2013,1,6/9/13,MU,PM,4,C,L,Ceratina,strenua,Ceratina_strenua,f,J_Gibbs,,0000-00-00,bee,,CIVU,Cirsium,vulgare,Cirsium,vulgare,Cirsium_vulgare,no,MR,40.609513,-74.91145,,1,,,
NCIG2013_2170,2013_MUT,2013,1,6/9/13,MU,PM,2,T,R,Ceratina,mikmaqi,Ceratina_mikmaqi,m,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,GP,40.610223,-74.908613,,NULL,,,
NCIG2013_2199,2013_MUT,2013,1,6/9/13,MU,PM,4,T,L,Ceratina,calcarata,Ceratina_calcarata,m,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,40.610223,-74.908613,,NULL,,,
NCIG2013_2030,2013_DandRT,2013,1,5/30/13,DR,PM,1,T,L,Halictus,ligatus,Halictus_ligatus,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,GP,40.298445,-74.56289,,NULL,,,
NCIG2013_2031,2013_DandRT,2013,1,5/30/13,DR,PM,1,T,L,Ceratina,calcarata,Ceratina_calcarata,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,GP,40.298445,-74.56289,,NULL,,,
NCIG2013_2032,2013_DandRT,2013,1,5/30/13,DR,PM,1,T,L,Ceratina,calcarata,Ceratina_calcarata,m,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,GP,40.298445,-74.56289,,NULL,,,
NCIG2013_2037,2013_DandRT,2013,1,5/30/13,DR,PM,2,T,L,Augochlorella,aurata,Augochlorella_aurata,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,SM,40.298445,-74.56289,,NULL,,,
NCIG2013_2161,2013_MUC,2013,1,6/9/13,MU,PM,1,C,R,Ceratina,strenua,Ceratina_strenua,m,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,GP,40.609513,-74.91145,,NULL,,,
NCIG2013_2162,2013_MUC,2013,1,6/9/13,MU,PM,1,C,R,Ceratina,strenua,Ceratina_strenua,m,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,GP,40.609513,-74.91145,,NULL,,,
NCIG2013_2164,2013_MUC,2013,1,6/9/13,MU,PM,1,C,L,Ceratina,strenua,Ceratina_strenua,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,GP,40.609513,-74.91145,,NULL,,,
NCIG2013_2151,2013_MUT,2013,1,6/9/13,MU,PM,1,T,R,Ceratina,strenua,Ceratina_strenua,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,GP,40.610223,-74.908613,,NULL,,,
NCIG2013_2152,2013_MUT,2013,1,6/9/13,MU,PM,1,T,R,Ceratina,mikmaqi,Ceratina_mikmaqi,m,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,GP,40.610223,-74.908613,,NULL,,,
NCIG2013_2154,2013_MUT,2013,1,6/9/13,MU,PM,1,T,L,Ceratina,strenua,Ceratina_strenua,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,GP,40.610223,-74.908613,,NULL,,,
NCIG2013_2168,2013_MUT,2013,1,6/9/13,MU,AM,2,T,R,Ceratina,strenua,Ceratina_strenua,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,GP,40.610223,-74.908613,,NULL,,,
