"","genus_species","gs","uniqueID","sc","year","round","fdate","site","AM_PM","transect","treatment","L_R","genus","species","ssp","sex","detby","Taxonomy_notes","det_date","basicID","non_bee_desc1","plant_code.x","plant_genus_2013","plant_species_2013","plant_genus.x","plant_species.x","planted","coll","lat","lon","spec_notes","plant_check1","plant_check2","error_redo","problem.","meanIT","meantongue","plant_code.y","depth","width","plant_genus.y","plant_species.y"
"353","Rudbeckia_hirta","","NAT.CIG2012_1406","2012_ABT",2012,2,"7/9/12","AB","AM",2,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","DPC",39.780504,-74.767308,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"354","Rudbeckia_hirta","","NAT.CIG2012_1423","2012_ABT",2012,2,"7/9/12","AB","PM",4,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","DPC",39.780504,-74.767308,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"355","Rudbeckia_hirta","","NAT.CIG2012_1402","2012_ABT",2012,2,"7/9/12","AB","AM",3,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","BGJ",39.780504,-74.767308,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"356","Rudbeckia_hirta","Bombus_impatiens","NAT.CIG2012_0448","2012_ALT",2012,4,"8/29/12","AL","AM",3,"T","L","Bombus","impatiens","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","BGJ",40.926863,-74.813052,"",NA,"","","",4.930735632,9.853144515,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"357","Rudbeckia_hirta","","NAT.CIG2012_1392","2012_ABT",2012,1,"6/19/12","AB","PM",1,"T","L","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","GKN",39.780504,-74.767308,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"358","Rudbeckia_hirta","","NAT.CIG2012_1526","2012_DET",2012,2,"7/3/12","DF","PM",4,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","GKN",39.9198,-74.790006,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"359","Rudbeckia_hirta","","NAT.CIG2012_1413","2012_ABT",2012,2,"7/9/12","AB","AM",4,"T","L","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","DPC",39.780504,-74.767308,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"360","Rudbeckia_hirta","","NAT.CIG2012_1387","2012_ABT",2012,1,"6/19/12","AB","AM",1,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","GKN",39.780504,-74.767308,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"361","Rudbeckia_hirta","","NAT.CIG2012_1415","2012_ABT",2012,2,"7/9/12","AB","PM",2,"T","L","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","DPC",39.780504,-74.767308,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"362","Rudbeckia_hirta","Bombus_griseocollis","NAT.CIG2012_0604","2012_MAT",2012,1,"6/14/12","MA","PM",4,"T","R","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","DPC",39.263113,-74.719499,"",NA,"","","",4.992607843,9.971809194,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"363","Rudbeckia_hirta","Halictus_ligatus_poeyi","NAT.CIG2012_0977","2012_DET",2012,3,"8/2/12","DF","AM",2,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.700098312,2.296858078,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"364","Rudbeckia_hirta","","NAT.CIG2012_1480","2012_BWT",2012,2,"7/2/12","BW","AM",3,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","BGJ",39.536073,-74.932563,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"365","Rudbeckia_hirta","","NAT.CIG2012_1411","2012_ABT",2012,2,"7/9/12","AB","AM",2,"T","L","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","DPC",39.780504,-74.767308,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"366","Rudbeckia_hirta","","NAT.CIG2012_1420","2012_ABT",2012,2,"7/9/12","AB","PM",2,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","DPC",39.780504,-74.767308,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"367","Rudbeckia_hirta","","NAT.CIG2012_1521","2012_DET",2012,2,"7/3/12","DF","PM",3,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","GKN",39.9198,-74.790006,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"368","Rudbeckia_hirta","Megachile_xylocopoides","NAT.CIG2012_1278","2012_MAT",2012,2,"6/28/12","MA","AM",3,"T","L","Megachile","xylocopoides","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","DPC",39.263113,-74.719499,"",NA,"","","",3.5241,6.266252647,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"369","Rudbeckia_hirta","Halictus_ligatus_poeyi","NAT.CIG2012_0992","2012_MAT",2012,1,"6/14/12","MA","AM",4,"T","L","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","DPC",39.263113,-74.719499,"",NA,"","","",1.700098312,2.296858078,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"370","Rudbeckia_hirta","Melissodes_subillata","NAT.CIG2012_1318","2012_DET",2012,2,"7/3/12","DF","AM",3,"T","R","Melissodes","subillata","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",2.634846154,5.398892191,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"371","Rudbeckia_hirta","","NAT.CIG2012_1508","2012_DET",2012,2,"7/3/12","DF","AM",3,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","GKN",39.9198,-74.790006,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"372","Rudbeckia_hirta","Halictus_ligatus_poeyi","NAT.CIG2012_0907","2012_BWT",2012,3,"8/7/12","BW","AM",4,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","GKN",39.536073,-74.932563,"",NA,"","","",1.700098312,2.296858078,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"373","Rudbeckia_hirta","","NAT.CIG2012_1527","2012_DET",2012,2,"7/3/12","DF","PM",4,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","GKN",39.9198,-74.790006,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"374","Rudbeckia_hirta","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0690","2012_BWT",2012,1,"6/15/12","BW","PM",3,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","DPC",39.536073,-74.932563,"",NA,"","","",1.433914286,3.010522431,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"375","Rudbeckia_hirta","Halictus_ligatus_poeyi","NAT.CIG2012_0976","2012_DET",2012,3,"8/2/12","DF","AM",2,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.700098312,2.296858078,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"376","Rudbeckia_hirta","Melissodes_subillata","NAT.CIG2012_1316","2012_DET",2012,2,"7/3/12","DF","AM",1,"T","R","Melissodes","subillata","","m","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",2.634846154,5.398892191,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"377","Rudbeckia_hirta","","NAT.CIG2012_1515","2012_DET",2012,2,"7/3/12","DF","AM",4,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","GKN",39.9198,-74.790006,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"378","Rudbeckia_hirta","Ceratina_calcarata_dupla_mikmaqi","NAT.CIG2012_0706","2012_DET",2012,2,"7/3/12","DF","PM",1,"T","L","Ceratina","calcarata_dupla_mikmaqi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.433914286,3.010522431,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"379","Rudbeckia_hirta","","NAT.CIG2012_1483","2012_BWT",2012,2,"7/2/12","BW","AM",2,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","GKN",39.536073,-74.932563,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"380","Rudbeckia_hirta","Lasioglossum_pectorale","NAT.CIG2012_1125","2012_BWT",2012,3,"8/7/12","BW","AM",4,"T","R","Lasioglossum","pectorale","","f","J.Gibbs","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","GKN",39.536073,-74.932563,"",NA,"","","",1.407923077,1.916526624,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"381","Rudbeckia_hirta","Ceratina_strenua","NAT.CIG2012_0787","2012_BWT",2012,3,"8/7/12","BW","PM",3,"T","R","Ceratina","strenua","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","JWB",39.536073,-74.932563,"",NA,"","","",0.98225,2.093691835,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"382","Rudbeckia_hirta","","NAT.CIG2012_1519","2012_DET",2012,2,"7/3/12","DF","PM",2,"T","R","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","BGJ",39.9198,-74.790006,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"383","Rudbeckia_hirta","","NAT.CIG2012_1419","2012_ABT",2012,2,"7/9/12","AB","PM",2,"T","L","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","DPC",39.780504,-74.767308,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"384","Rudbeckia_hirta","","NAT.CIG2012_1486","2012_BWT",2012,2,"7/2/12","BW","AM",4,"T","L","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","JWB",39.536073,-74.932563,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"385","Rudbeckia_hirta","Halictus_ligatus_poeyi","NAT.CIG2012_0936","2012_DET",2012,2,"7/3/12","DF","AM",1,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","BGJ",39.9198,-74.790006,"",NA,"","","",1.700098312,2.296858078,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"386","Rudbeckia_hirta","Tiphia_","NAT.CIG2012_1334","2012_ALT",2012,4,"8/29/12","AL","AM",1,"T","R","Tiphia","","","","J.Ascher","","0000-00-00","non-bee:_wasp",NA,"RUHI2","0","0","Rudbeckia","hirta","no","BGJ",40.926863,-74.813052,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"387","Rudbeckia_hirta","Melissodes_subillata","NAT.CIG2012_1314","2012_BWT",2012,2,"7/2/12","BW","AM",4,"T","L","Melissodes","subillata","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","JWB",39.536073,-74.932563,"",NA,"","","",2.634846154,5.398892191,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"388","Rudbeckia_hirta","Halictus_ligatus_poeyi","NAT.CIG2012_0994","2012_MAT",2012,1,"6/14/12","MA","PM",4,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","DPC",39.263113,-74.719499,"",NA,"","","",1.700098312,2.296858078,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"389","Rudbeckia_hirta","","NAT.CIG2012_1408","2012_ABT",2012,2,"7/9/12","AB","AM",2,"T","L","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","DPC",39.780504,-74.767308,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"390","Rudbeckia_hirta","","NAT.CIG2012_1516","2012_DET",2012,2,"7/3/12","DF","PM",1,"T","L","","","","","J.Ascher","","0000-00-00","non-bee",NA,"RUHI","0","0","Rudbeckia","hirta","no","BGJ",39.9198,-74.790006,"",NA,"","","",NA,NA,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"391","Rudbeckia_hirta","Agapostemon_sericeus","NAT.CIG2012_0023","2012_DET",2012,2,"7/3/12","DF","AM",3,"T","L","Agapostemon","sericeus","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","GKN",39.9198,-74.790006,"",NA,"","","",1.896,2.550374081,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"392","Rudbeckia_hirta","Bombus_impatiens","NAT.CIG2012_0430","2012_ALT",2012,3,"7/27/12","AL","AM",4,"T","R","Bombus","impatiens","","f","J.Ascher","","0000-00-00","bee",NA,"RUHI2","Rudbeckia","hirta","Rudbeckia","hirta","yes","GKN",40.926863,-74.813052,"",NA,"","","",4.930735632,9.853144515,"RUHI2_d",1.661596945,0.376226697,"Rudbeckia","hirta"
"393","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0203","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"394","Asclepias_syriaca","Lithurgus_chrysurus","NAT.CIG2012_1220","2012_ROC",2012,2,"6/26/12","RO","PM",4,"C","L","Lithurgus","chrysurus","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",3.339833333,5.951376278,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"395","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0309","2012_ABC",2012,1,"6/19/12","AB","AM",2,"C","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"396","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0206","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"397","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0290","2012_ROC",2012,2,"6/26/12","RO","PM",4,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"398","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0289","2012_ROC",2012,2,"6/26/12","RO","PM",4,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"399","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0186","2012_ABC",2012,1,"6/19/12","AB","PM",2,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"400","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0198","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"401","Asclepias_syriaca","Lasioglossum_versatum","NAT.CIG2012_1162","2012_ROC",2012,2,"6/26/12","RO","PM",4,"C","R","Lasioglossum","versatum","","f","J.Gibbs","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",1.27832,1.746839834,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"402","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0167","2012_ABC",2012,1,"6/19/12","AB","AM",1,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"403","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0293","2012_ROC",2012,2,"6/26/12","RO","PM",4,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"404","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0147","2012_ABC",2012,1,"6/19/12","AB","AM",2,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"405","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0196","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"406","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0208","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"407","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0345","2012_ROC",2012,2,"6/26/12","RO","AM",4,"C","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"408","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0164","2012_ABC",2012,1,"6/19/12","AB","AM",1,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"409","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0195","2012_ABC",2012,1,"6/19/12","AB","PM",2,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"410","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0163","2012_ABC",2012,1,"6/19/12","AB","AM",2,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"411","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0159","2012_ABC",2012,1,"6/19/12","AB","AM",2,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"412","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0188","2012_ABC",2012,1,"6/19/12","AB","PM",2,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"413","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0149","2012_ABC",2012,1,"6/19/12","AB","AM",2,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"414","Asclepias_syriaca","Halictus_confusus","NAT.CIG2012_0851","2012_ABC",2012,1,"6/19/12","AB","AM",1,"C","L","Halictus","confusus","","f","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",1.395346663,1.900088895,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"415","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0344","2012_ROC",2012,2,"6/26/12","RO","AM",4,"C","L","Bombus","griseocollis","","f","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"416","Asclepias_syriaca","Cerceris_","NAT.CIG2012_0837","2012_MAC",2012,1,"6/14/12","MA","AM",3,"C","R","Cerceris","","","","J.Ascher","","0000-00-00","non-bee:_wasp",NA,"ASSY","0","0","Asclepias","syriaca","no","GKN",39.264481,-74.719008,"",NA,"","","",NA,NA,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"417","Asclepias_syriaca","Lasioglossum_anomalum","NAT.CIG2012_1089","2012_ROC",2012,2,"6/26/12","RO","AM",4,"C","R","Lasioglossum","anomalum","","f","J.Gibbs","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",1.0390625,1.431710107,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"418","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0197","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"419","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0191","2012_ABC",2012,1,"6/19/12","AB","PM",2,"C","L","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","DPC",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"420","Asclepias_syriaca","Lithurgus_chrysurus","NAT.CIG2012_1216","2012_ROC",2012,2,"6/26/12","RO","AM",3,"C","R","Lithurgus","chrysurus","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",40.885194,-75.013669,"",NA,"","","",3.339833333,5.951376278,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
"421","Asclepias_syriaca","Bombus_griseocollis","NAT.CIG2012_0202","2012_ABC",2012,1,"6/19/12","AB","PM",1,"C","R","Bombus","griseocollis","","m","J.Ascher","","0000-00-00","bee",NA,"ASSY","Asclepias","syriaca","Asclepias","syriaca","no","GKN",39.772882,-74.772184,"",NA,"","","",4.992607843,9.971809194,"ASSY",2.218170608,2.206936179,"Asclepias","syriaca"
