uniqueID,sc,year,round,fdate,site,AM_PM,transect,treatment,L_R,genus,species,gs,,sex,detby,Taxonomy_notes,det_date,basicID,non_bee_desc1,plant_code,plant_genus_2013,plant_species_2013,plant_genus,plant_species,genus_species,planted,coll,lat,lon,spec_notes,plant_check1,plant_check2,error_redo,
NCIG2013_2302,2013_BVT,2013,1,6/12/13,BW,AM,1,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,SM,39.536073,-74.932563,,NULL,,,
NCIG2013_2303,2013_BVT,2013,1,6/12/13,BW,AM,1,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,SM,39.536073,-74.932563,,NULL,,,
NCIG2013_2304,2013_BVT,2013,1,6/12/13,BW,AM,1,T,L,Lasioglossum,pilosum,Lasioglossum_pilosum,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,SM,39.536073,-74.932563,,NULL,,,
NCIG2013_2305,2013_BVT,2013,1,6/12/13,BW,PM,3,T,R,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,39.536073,-74.932563,,NULL,,,
NCIG2013_2306,2013_BVT,2013,1,6/12/13,BW,PM,3,T,R,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,39.536073,-74.932563,,NULL,,,
NCIG2013_2307,2013_BVT,2013,1,6/12/13,BW,PM,3,T,R,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,39.536073,-74.932563,,NULL,,,
NCIG2013_2308,2013_BVT,2013,1,6/12/13,BW,PM,3,T,R,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,39.536073,-74.932563,,NULL,,,
NCIG2013_2309,2013_BVT,2013,1,6/12/13,BW,PM,3,T,R,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,39.536073,-74.932563,,NULL,,,
NCIG2013_2310,2013_BVT,2013,1,6/12/13,BW,PM,3,T,R,Ceratina,calcarata,Ceratina_calcarata,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,39.536073,-74.932563,,NULL,,,
NCIG2013_2311,2013_BVT,2013,1,6/12/13,BW,PM,4,T,L,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,GP,39.536073,-74.932563,,NULL,,,
NCIG2013_2312,2013_BVT,2013,1,6/12/13,BW,PM,4,T,L,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,GP,39.536073,-74.932563,,NULL,,,
NCIG2013_2313,2013_BVT,2013,1,6/12/13,BW,PM,4,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,GP,39.536073,-74.932563,,NULL,,,
NCIG2013_2314,2013_BVT,2013,1,6/12/13,BW,PM,4,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,GP,39.536073,-74.932563,,NULL,,,
NCIG2013_2315,2013_BVT,2013,1,6/12/13,BW,PM,1,T,R,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,SM,39.536073,-74.932563,,NULL,,,
NCIG2013_2316,2013_BVT,2013,1,6/12/13,BW,PM,4,T,R,Lasioglossum,leucocomum,Lasioglossum_leucocomum,,f,J_Gibbs,,0000-00-00,bee,,COAJ,Consolida,ajacis,Consolida,ajacis,Consolida_ajacis,yes,GP,39.536073,-74.932563,,NULL,,,
NCIG2013_2317,2013_BVT,2013,1,6/12/13,BW,PM,4,T,R,Lasioglossum,pilosum,Lasioglossum_pilosum,,m,J_Gibbs,,0000-00-00,bee,,COAJ,Consolida,ajacis,Consolida,ajacis,Consolida_ajacis,yes,GP,39.536073,-74.932563,,NULL,,,
NCIG2013_2318,2013_BVT,2013,1,6/12/13,BW,PM,4,T,R,Hylaeus,affinis,Hylaeus_affinis,,f,J_Gibbs,,0000-00-00,bee,,COAJ,Consolida,ajacis,Consolida,ajacis,Consolida_ajacis,yes,GP,39.536073,-74.932563,,NULL,,,
NCIG2013_2319,2013_BVT,2013,1,6/12/13,BW,PM,1,T,R,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,SM,39.536073,-74.932563,,NULL,,,
NCIG2013_2320,2013_BVT,2013,1,6/12/13,BW,PM,1,T,R,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,SM,39.536073,-74.932563,,NULL,,,
NCIG2013_2321,2013_BVT,2013,1,6/12/13,BW,PM,1,T,R,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,SM,39.536073,-74.932563,,NULL,,,
NCIG2013_2322,2013_BVT,2013,1,6/12/13,BW,PM,2,T,R,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2323,2013_BVT,2013,1,6/12/13,BW,PM,2,T,R,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2324,2013_BVT,2013,1,6/12/13,BW,PM,2,T,R,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2325,2013_BVT,2013,1,6/12/13,BW,PM,2,T,R,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2326,2013_BVT,2013,1,6/12/13,BW,PM,2,T,R,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2327,2013_BVT,2013,1,6/12/13,BW,PM,2,T,R,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2328,2013_BVT,2013,1,6/12/13,BW,PM,2,T,R,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2329,2013_BVT,2013,1,6/12/13,BW,PM,2,T,R,Ceratina,calcarata,Ceratina_calcarata,,m,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2330,2013_BVT,2013,1,6/12/13,BW,PM,2,T,R,Ceratina,calcarata,Ceratina_calcarata,,m,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2331,2013_BVT,2013,1,6/12/13,BW,PM,3,T,L,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,39.536073,-74.932563,,NULL,,,
NCIG2013_2332,2013_BVT,2013,1,6/12/13,BW,PM,3,T,L,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,39.536073,-74.932563,,NULL,,,
NCIG2013_2333,2013_BVT,2013,1,6/12/13,BW,PM,3,T,L,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,39.536073,-74.932563,,NULL,,,
NCIG2013_2334,2013_BVT,2013,1,6/12/13,BW,PM,3,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,39.536073,-74.932563,,NULL,,,
NCIG2013_2335,2013_BVT,2013,1,6/12/13,BW,PM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,39.536073,-74.932563,,NULL,,,
NCIG2013_2336,2013_BVT,2013,1,6/12/13,BW,PM,3,T,L,Halictus,parallelus,Halictus_parallelus,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,39.536073,-74.932563,,NULL,,,
NCIG2013_2337,2013_BVT,2013,1,6/12/13,BW,PM,4,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,GP,39.536073,-74.932563,,NULL,,,
NCIG2013_2338,2013_BVT,2013,1,6/12/13,BW,PM,4,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,GP,39.536073,-74.932563,,NULL,,,
NCIG2013_2339,2013_BVT,2013,1,6/12/13,BW,PM,4,T,L,Lasioglossum,pilosum,Lasioglossum_pilosum,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,GP,39.536073,-74.932563,,NULL,,,
XCIG2013_2702,2013_BVC,2013,2,7/5/13,BW,PM,1,C,,Halictus,ligatus,Halictus_ligatus,,m,J_Gibbs,,0000-00-00,bee,,ERAN,Erigeron,annuus,Erigeron,annuus,Erigeron_annuus,no,JZ,39.536493,-74.934855,,NULL,,,
XCIG2013_2703,2013_BVC,2013,2,7/5/13,BW,PM,1,C,,Lasioglossum,pilosum,Lasioglossum_pilosum,,m,J_Gibbs,,0000-00-00,bee,,ERAN,Erigeron,annuus,Erigeron,annuus,Erigeron_annuus,no,JZ,39.536493,-74.934855,,NULL,,,
NCIG2013_2342,2013_BVT,2013,1,6/12/13,BW,PM,2,T,L,unkown,unkown,unkown_unkown,,,,,0000-00-00,fly,Shiny_black_butt_fly___,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,no,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2343,2013_BVT,2013,1,6/12/13,BW,PM,2,T,L,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2344,2013_BVT,2013,1,6/12/13,BW,PM,2,T,L,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2345,2013_BVT,2013,1,6/12/13,BW,PM,2,T,L,Bombus,bimaculatus,Bombus_bimaculatus,,m,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2346,2013_BVT,2013,1,6/12/13,BW,PM,2,T,L,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2347,2013_BVT,2013,1,6/12/13,BW,PM,2,T,L,Megachile,mendica,Megachile_mendica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2348,2013_BVT,2013,1,6/12/13,BW,PM,2,T,L,Augochlora,pura,Augochlora_pura,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2349,2013_BVT,2013,1,6/12/13,BW,PM,2,T,L,Ceratina,calcarata,Ceratina_calcarata,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2350,2013_BVT,2013,1,6/12/13,BW,PM,2,T,L,Ceratina,calcarata,Ceratina_calcarata,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2351,2013_BVT,2013,1,6/12/13,BW,PM,2,T,L,Ceratina,calcarata,Ceratina_calcarata,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
NCIG2013_2352,2013_BVT,2013,1,6/12/13,BW,PM,1,T,L,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,SM,39.536073,-74.932563,,NULL,,,
NCIG2013_2353,2013_BVT,2013,1,6/12/13,BW,PM,1,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,SM,39.536073,-74.932563,,NULL,,,
NCIG2013_2354,2013_BVT,2013,1,6/12/13,BW,PM,1,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,SM,39.536073,-74.932563,,NULL,,,
NCIG2013_2355,2013_BVT,2013,1,6/12/13,BW,PM,1,T,L,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,SM,39.536073,-74.932563,,NULL,,,
NCIG2013_2356,2013_BVT,2013,1,6/12/13,BW,PM,1,T,L,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,SM,39.536073,-74.932563,,NULL,,,
NCIG2013_2357,2013_BVT,2013,1,6/12/13,BW,PM,1,T,L,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,SM,39.536073,-74.932563,,NULL,,,
XCIG2013_2632,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2633,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2635,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,bimaculatus,Bombus_bimaculatus,,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2636,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,unkown,unkown,unkown_unkown,,,,,0000-00-00,wasp,Black_yellow_side_wasp___,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,no,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2637,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2638,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,bimaculatus,Bombus_bimaculatus,,m,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2639,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2640,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2641,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2642,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2643,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2644,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2645,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,bimaculatus,Bombus_bimaculatus,,m,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2646,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,bimaculatus,Bombus_bimaculatus,,m,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2647,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2648,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2649,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2650,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2651,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Agapostemon,virescens,Agapostemon_virescens,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2652,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2704,2013_BVC,2013,2,7/5/13,BW,PM,1,C,,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERAN,Erigeron,annuus,Erigeron,annuus,Erigeron_annuus,no,JZ,39.536493,-74.934855,,NULL,,,
XCIG2013_2705,2013_BVC,2013,2,7/5/13,BW,PM,1,C,,Lasioglossum,imitatum,Lasioglossum_imitatum,,f,J_Gibbs,,0000-00-00,bee,,ERAN,Erigeron,annuus,Erigeron,annuus,Erigeron_annuus,no,JZ,39.536493,-74.934855,,NULL,,,
XCIG2013_2706,2013_BVC,2013,2,7/5/13,BW,PM,1,C,,Ceratina,calcarata,Ceratina_calcarata,,m,J_Gibbs,,0000-00-00,bee,,ERAN,Erigeron,annuus,Erigeron,annuus,Erigeron_annuus,no,JZ,39.536493,-74.934855,,NULL,,,
XCIG2013_2656,2013_BVC,2013,2,7/5/13,BW,PM,1,C,,unkown,unkown,unkown_unkown,,,,,0000-00-00,fly,Pointy_red_side_black_striped_butt_fly,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,no,JZ,39.536493,-74.934855,,NULL,,,
XCIG2013_2658,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2659,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Lasioglossum,pectorale,Lasioglossum_pectorale,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2660,2013_BVT,2013,2,7/5/13,BW,PM,3,T,,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,ECPU,Echinacea,purpurea,Echinacea,purpurea,Echinacea_purpurea,yes,JZ,39.536073,-74.932563,,NULL,,,
XCIG2013_2661,2013_BVT,2013,2,7/5/13,BW,PM,3,T,,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,ECPU,Echinacea,purpurea,Echinacea,purpurea,Echinacea_purpurea,yes,JZ,39.536073,-74.932563,,NULL,,,
XCIG2013_2662,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,ECPU,Echinacea,purpurea,Echinacea,purpurea,Echinacea_purpurea,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2663,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,ECPU,Echinacea,purpurea,Echinacea,purpurea,Echinacea_purpurea,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2664,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,ECPU,Echinacea,purpurea,Echinacea,purpurea,Echinacea_purpurea,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2665,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,ECPU,Echinacea,purpurea,Echinacea,purpurea,Echinacea_purpurea,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2666,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,ECPU,Echinacea,purpurea,Echinacea,purpurea,Echinacea_purpurea,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2667,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,ECPU,Echinacea,purpurea,Echinacea,purpurea,Echinacea_purpurea,yes,MR,39.536073,-74.932563,,NULL,,,
XCIG2013_2668,2013_BVT,2013,2,7/5/13,BW,PM,2,T,,Lasioglossum,pilosum,Lasioglossum_pilosum,,f,J_Gibbs,,0000-00-00,bee,,ECPU,Echinacea,purpurea,Echinacea,purpurea,Echinacea_purpurea,yes,MR,39.536073,-74.932563,,NULL,,,
