uniqueID,sc,year,round,fdate,site,AM_PM,transect,treatment,L_R,genus,species,gs,,sex,detby,Taxonomy_notes,det_date,basicID,non_bee_desc1,plant_code,plant_genus_2013,plant_species_2013,plant_genus,plant_species,genus_species,planted,coll,lat,lon,spec_notes,plant_check1,plant_check2,error_redo,
XCIG2014_2292,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2320,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Agapostemon,virescens,Agapostemon_virescens,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2321,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Ceratina,calcarata,Ceratina_calcarata,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2322,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2323,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2324,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2325,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2326,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2327,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2328,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2329,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2330,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Augochlorella,persimilis,Augochlorella_persimilis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2362,2014_FHC,2014,2,7/18/14,FH,AM,1,C,NULL,Halictus,ligatus,Halictus_ligatus,,m,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,Rudbeckia_hirta,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2358,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2334,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2335,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Augochlorella,aurata,Augochlorella_aurata,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2339,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2340,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2341,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2342,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2343,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2344,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2345,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2346,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2347,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2348,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2349,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2350,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2351,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2352,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2353,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2354,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2355,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2356,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2357,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2359,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Augochlorella,persimilis,Augochlorella_persimilis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2360,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Augochlorella,persimilis,Augochlorella_persimilis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2361,2014_FHC,2014,2,7/18/14,FH,AM,2,C,NULL,Augochlorella,aurata,Augochlorella_aurata,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2242,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2243,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2244,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Augochlorella,persimilis,Augochlorella_persimilis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2245,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Augochlorella,persimilis,Augochlorella_persimilis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2246,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Augochlorella,persimilis,Augochlorella_persimilis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2247,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Augochlorella,persimilis,Augochlorella_persimilis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2248,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Ceratina,calcarata,Ceratina_calcarata,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2249,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Ceratina,calcarata,Ceratina_calcarata,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2250,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Ceratina,calcarata,Ceratina_calcarata,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2283,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Halictus,ligatus,Halictus_ligatus,,m,Gibbs,,12/1/14,bee,NA,RULA,NA,NA,Rubus,laciniatus,Rubus_laciniatus,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2284,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Halictus,ligatus,Halictus_ligatus,,m,Gibbs,,12/1/14,bee,NA,RULA,NA,NA,Rubus,laciniatus,Rubus_laciniatus,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2285,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,RULA,NA,NA,Rubus,laciniatus,Rubus_laciniatus,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2286,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2333,2014_FHC,2014,2,7/18/14,FH,PM,1,C,NULL,Hylaeus,modestus-like,Hylaeus_modestus-like,,f,Gibbs,,12/1/14,bee,NA,DACA6,NA,NA,Daucus,carota,Daucus_carota,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2267,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,vagans,Bombus_vagans,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2241,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,KH,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2251,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2252,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2253,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2254,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2255,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2256,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2257,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2258,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2259,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2260,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2261,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2262,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2263,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2264,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2265,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2266,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2268,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2269,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2270,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Ceratina,calcarata,Ceratina_calcarata,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2271,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Ceratina,calcarata,Ceratina_calcarata,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2272,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Augochlorella,persimilis,Augochlorella_persimilis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2273,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Augochlorella,aurata,Augochlorella_aurata,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2274,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Augochlorella,persimilis,Augochlorella_persimilis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2278,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,ALVI,NA,NA,NA,NA,NA_NA,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2281,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Hylaeus,mesillae,Hylaeus_mesillae,,f,Gibbs,,12/1/14,bee,NA,LEVU,NA,NA,Leucanthemum,vulgare,Leucanthemum_vulgare,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2282,2014_FHC,2014,2,7/18/14,FH,PM,2,C,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.694391,-74.754039,NA,NA,NA,NA,
XCIG2014_2293,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
XCIG2014_2294,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,perplexus,Bombus_perplexus,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
XCIG2014_2295,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
XCIG2014_2296,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
XCIG2014_2297,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
XCIG2014_2298,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
XCIG2014_2299,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,perplexus,Bombus_perplexus,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
XCIG2014_2300,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
XCIG2014_2301,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
XCIG2014_2302,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
XCIG2014_2303,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
XCIG2014_2304,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,perplexus,Bombus_perplexus,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
XCIG2014_2305,2014_FHT,2014,2,7/18/14,FH,AM,1,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MEAR4,NA,NA,Mentha,arvensis,Mentha_arvensis,NA,MR,40.695583,-74.755843,NA,NA,NA,NA,
