genus_species,gs,uniqueID,sc,year,round,fdate,site,AM_PM,transect,treatment,L_R,genus,species,sex,detby,Taxonomy_notes,det_date,basicID,non_bee_desc1,plant_code.x,plant_genus_2013,plant_species_2013,plant_genus.x,plant_species.x,planted,coll,lat,lon,spec_notes,plant_check1,plant_check2,error_redo,problem.,meanIT,meantongue,plant_code.y,depth,width,plant_genus.y,plant_species.y
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3882,2013_FHT,2013,2,7/8/13,FH,PM,3,T,L,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_4071,2013_RandLT,2013,2,7/16/13,RL,PM,1,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,39.856018,-77.373964,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3059,2013_FHC,2013,2,7/8/13,FH,PM,2,C,R,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,no,MR,40.694391,-74.754039,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_impatiens,NCIG2013_3978,2013_FHT,2013,3,7/26/13,FH,PM,2,T,L,Bombus,impatiens,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,SM,40.695583,-74.755843,,NULL,NA,,,4.930735632,9.853144515,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3885,2013_FHT,2013,2,7/8/13,FH,PM,3,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_4768,2013_DandRT,2013,2,6/28/13,DR,AM,2,T,R,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,MR,40.298445,-74.56289,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_5073,2013_RandLT,2013,3,8/5/13,RL,PM,3,T,L,Bombus,griseocollis,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,MR,39.856018,-77.373964,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3343,2013_SHT,2013,2,7/14/13,SH,PM,4,T,R,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,39.330081,-75.251231,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_2785,2013_MUT,2013,2,7/9/13,MU,AM,3,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,40.610223,-74.908613,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3055,2013_FHC,2013,2,7/8/13,FH,PM,2,C,R,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,no,MR,40.694391,-74.754039,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3673,2013_FHT,2013,2,7/8/13,FH,PM,2,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,MR,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_4231,2013_DandRT,2013,2,6/28/13,DR,PM,3,T,R,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,40.298445,-74.56289,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3739,2013_FHC,2013,2,7/8/13,FH,PM,3,C,R,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,no,GP,40.694391,-74.754039,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3082,2013_FHT,2013,2,7/8/13,FH,AM,3,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_3715,2013_FHT,2013,2,7/8/13,FH,PM,4,T,R,Bombus,griseocollis,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,SM,40.695583,-74.755843,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_4228,2013_DandRT,2013,2,6/28/13,DR,PM,3,T,R,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,40.298445,-74.56289,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_4593,2013_DandRT,2013,3,7/24/13,DR,AM,3,T,L,Bombus,griseocollis,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,40.298445,-74.56289,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_3108,2013_FHC,2013,2,7/8/13,FH,AM,3,C,R,Bombus,griseocollis,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,no,GP,40.694391,-74.754039,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3528,2013_SHT,2013,2,7/14/13,SH,AM,4,T,R,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,39.330081,-75.251231,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3198,2013_FHT,2013,2,7/8/13,FH,AM,4,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,SM,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_4067,2013_RandLT,2013,2,7/16/13,RL,PM,4,T,L,Bombus,griseocollis,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,39.856018,-77.373964,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3570,2013_SHT,2013,2,7/14/13,SH,AM,3,T,R,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,SM,39.330081,-75.251231,,NULL,NA,was_labeled_as_MR_but_act,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_4109,2013_RandLT,2013,2,7/16/13,RL,PM,3,T,R,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,39.856018,-77.373964,,NULL,NA,2ndp,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_6346,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,griseocollis,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,39.856018,-77.373964,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3176,2013_FHT,2013,2,7/8/13,FH,AM,1,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_3326,2013_SHT,2013,2,7/14/13,SH,PM,3,T,L,Bombus,griseocollis,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,SM,39.330081,-75.251231,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_7131,2013_DandRT,2013,3,7/24/13,DR,AM,2,T,R,Bombus,griseocollis,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,SM,40.298445,-74.56289,,NULL,NA,2ndp,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_2990,2013_PUT,2013,2,7/15/13,PU,AM,2,T,R,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,39.951065,-77.241008,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Hylaeus_mesillae,NCIG2013_3113,2013_FHC,2013,2,7/8/13,FH,AM,3,C,R,Hylaeus,mesillae,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,no,GP,40.694391,-74.754039,,NULL,NA,,,0.98,0.843481349,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_3576,2013_SHT,2013,2,7/14/13,SH,AM,4,T,L,Bombus,griseocollis,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,39.330081,-75.251231,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3052,2013_FHC,2013,2,7/8/13,FH,PM,2,C,R,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,no,MR,40.694391,-74.754039,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3226,2013_FHT,2013,2,7/8/13,FH,AM,1,T,R,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_4765,2013_DandRT,2013,2,6/28/13,DR,AM,2,T,R,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,MR,40.298445,-74.56289,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Halictus_ligatus,NCIG2013_4670,2013_DandRT,2013,3,7/24/13,DR,PM,1,T,R,Halictus,ligatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,MR,40.298445,-74.56289,,NULL,NA,,,1.82,2.452153309,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3781,2013_FHT,2013,2,7/8/13,FH,PM,1,T,R,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_4233,2013_DandRT,2013,2,6/28/13,DR,PM,3,T,R,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,40.298445,-74.56289,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3329,2013_SHT,2013,2,7/14/13,SH,PM,3,T,R,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,SM,39.330081,-75.251231,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Xylocopa_virginica,NCIG2013_5080,2013_RandLT,2013,3,8/5/13,RL,PM,3,T,L,Xylocopa,virginica,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,MR,39.856018,-77.373964,,NULL,NA,,,6.082,12.05213985,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_4269,2013_DandRT,2013,2,6/28/13,DR,AM,3,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,40.298445,-74.56289,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3573,2013_SHT,2013,2,7/14/13,SH,AM,3,T,R,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,SM,39.330081,-75.251231,,NULL,NA,was_labeled_as_MR_but_act,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_4786,2013_DandRT,2013,2,6/28/13,DR,PM,1,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,40.298445,-74.56289,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_4790,2013_DandRT,2013,2,6/28/13,DR,PM,1,T,L,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,40.298445,-74.56289,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_6402,2013_RandLT,2013,3,8/5/13,RL,PM,2,T,R,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,AC,39.856018,-77.373964,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_3737,2013_FHC,2013,2,7/8/13,FH,PM,3,C,R,Bombus,griseocollis,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,no,GP,40.694391,-74.754039,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3902,2013_FHT,2013,2,7/8/13,FH,PM,3,T,R,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_4130,2013_RandLT,2013,2,7/16/13,RL,AM,4,T,L,Bombus,griseocollis,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,39.856018,-77.373964,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3864,2013_FHT,2013,2,7/8/13,FH,PM,1,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3574,2013_SHT,2013,2,7/14/13,SH,AM,3,T,R,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,SM,39.330081,-75.251231,,NULL,NA,was_labeled_as_MR_but_act,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3227,2013_FHT,2013,2,7/8/13,FH,AM,1,T,R,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_3346,2013_SHT,2013,2,7/14/13,SH,PM,1,T,L,Bombus,griseocollis,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,39.330081,-75.251231,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_4242,2013_DandRT,2013,2,6/28/13,DR,PM,2,T,L,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,AC,40.298445,-74.56289,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3669,2013_FHT,2013,2,7/8/13,FH,PM,2,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,MR,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3083,2013_FHT,2013,2,7/8/13,FH,AM,3,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_3178,2013_FHT,2013,2,7/8/13,FH,AM,1,T,L,Bombus,griseocollis,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,40.695583,-74.755843,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3107,2013_FHC,2013,2,7/8/13,FH,AM,3,C,R,Bombus,bimaculatus,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,no,GP,40.694391,-74.754039,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_6348,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,griseocollis,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,39.856018,-77.373964,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_7175,2013_DandRT,2013,3,7/24/13,DR,AM,4,T,L,Bombus,griseocollis,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,40.298445,-74.56289,,NULL,NA,2ndp,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_3687,2013_FHT,2013,3,7/26/13,FH,PM,4,T,L,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,SM,40.695583,-74.755843,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_griseocollis,NCIG2013_4634,2013_DandRT,2013,3,7/24/13,DR,PM,4,T,?,Bombus,griseocollis,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,GP,40.298445,-74.56289,,NULL,NA,,,4.992607843,9.971809194,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Bombus_bimaculatus,NCIG2013_4805,2013_DandRT,2013,2,6/28/13,DR,PM,1,T,R,Bombus,bimaculatus,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,yes,JZ,40.298445,-74.56289,,NULL,NA,,,4.348418605,8.733286243,MOFI,15.93033333,2.955392128,Monarda,fistulosa
Monarda_fistulosa,Augochlorella_aurata,NCIG2013_4816,2013_FHC,2013,3,7/26/13,FH,PM,2,C,L,Augochlorella,aurata,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,no,SM,40.694391,-74.754039,,NULL,NA,,,1.488846154,2.022157213,MOFI,15.93033333,2.955392128,Monarda,fistulosa
