uniqueID,sc,year,round,fdate,site,AM_PM,transect,treatment,L_R,genus,species,ssp,sex,detby,Taxonomy_notes,det_date,basicID,non_bee_desc1,plant_code,plant_genus_2013,plant_species_2013,plant_genus,plant_species,planted,coll,lat,lon,spec_notes,plant_check1,plant_check2,error_redo,problem.,Problem,status,project
XCIG2014_1309,2014_MAT,2014,1,2014-06-23,MA,PM,1,T,NULL,,,NA,,,Non-Bee ,12/1/14,verify_nonbee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1310,2014_MAT,2014,1,2014-06-23,MA,PM,1,T,NULL,Lasioglossum,trigeminum,NA,f,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1311,2014_MAT,2014,1,2014-06-23,MA,AM,2,T,NULL,Lasioglossum,coreopsis,NA,f,Gibbs,,12/1/14,bee,NA,Rubus,NA,NA,NA,NA,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1312,2014_MAT,2014,1,2014-06-23,MA,AM,1,T,NULL,Megachile,xylocopoides,NA,m,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1313,2014_MAT,2014,1,2014-06-23,MA,AM,1,T,NULL,Megachile,mendica,NA,f,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1314,2014_MAT,2014,1,2014-06-23,MA,AM,1,T,NULL,,,NA,,,Non-Bee ,12/1/14,wasp,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1315,2014_MAT,2014,1,2014-06-23,MA,AM,1,T,NULL,Lasioglossum,hitchensi,NA,f,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1316,2014_MAT,2014,1,2014-06-23,MA,AM,1,T,NULL,Lasioglossum,trigeminum,NA,f,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1317,2014_MAT,2014,1,2014-06-23,MA,AM,1,T,NULL,Lasioglossum,trigeminum,NA,f,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1318,2014_MAT,2014,1,2014-06-23,MA,AM,1,T,NULL,Lasioglossum,trigeminum,NA,f,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1319,2014_MAT,2014,1,2014-06-23,MA,AM,1,T,NULL,Lasioglossum,trigeminum,NA,f,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1320,2014_MAT,2014,1,2014-06-23,MA,AM,1,T,NULL,Lasioglossum,trigeminum,NA,f,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1323,2014_MAT,2014,1,2014-06-23,MA,AM,1,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1324,2014_MAT,2014,1,2014-06-23,MA,AM,1,T,NULL,Bombus,pensylvanicus,NA,f,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1325,2014_SHnondata,2014,1,2014-06-20,SH,nondata,4,nondata,NULL,Halictus,ligatus,NA,f,Gibbs,,12/1/14,bee,NA,Non data,NA,NA,NA,NA,NA,MR,0,0,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1326,2014_MAT,2014,1,2014-06-23,MA,PM,1,T,NULL,Hoplitis,pilosifrons,NA,f,Gibbs,,12/1/14,bee,NA,PEDI,NA,NA,Penstemon,digitalis,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1327,2014_MAT,2014,1,2014-06-23,MA,PM,2,T,NULL,Lasioglossum,callidum,NA,f,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1328,2014_MAT,2014,1,2014-06-23,MA,PM,2,T,NULL,Lasioglossum,hitchensi,NA,f,Gibbs,,12/1/14,bee,NA,ASTU,NA,NA,Asclepias,tuberosa,NA,MR,39.263113,-74.719499,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1329,2014_DOC,2014,1,2014-06-27,DO,PM,1,C,NULL,Lasioglossum,tegulare,NA,f,Gibbs,,12/1/14,bee,NA,ERST3,NA,NA,Erigeron,strigosus,NA,MR,39.49323,-74.96535,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1330,2014_DOT,2014,1,2014-06-27,DO,PM,1,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1331,2014_DOT,2014,1,2014-06-27,DO,PM,1,T,NULL,Bombus,impatiens,NA,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1332,2014_DOT,2014,1,2014-06-27,DO,PM,1,T,NULL,Bombus,impatiens,NA,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1333,2014_DOC,2014,1,2014-06-27,DO,AM,1,C,NULL,Lasioglossum,pectorale,NA,f,Gibbs,,12/1/14,bee,NA,Polygonum persicum,NA,NA,NA,NA,NA,MR,39.49323,-74.96535,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1334,2014_DOT,2014,1,2014-06-27,DO,PM,1,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1335,2014_DOT,2014,1,2014-06-27,DO,PM,1,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1336,2014_DOT,2014,1,2014-06-27,DO,PM,1,T,NULL,Bombus,bimaculatus,NA,m,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1337,2014_DOT,2014,1,2014-06-27,DO,PM,1,T,NULL,Bombus,bimaculatus,NA,m,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1338,2014_DOT,2014,1,2014-06-27,DO,AM,1,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1339,2014_DOT,2014,1,2014-06-27,DO,AM,1,T,NULL,Bombus,impatiens,NA,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1340,2014_DOC,2014,1,2014-06-27,DO,PM,1,C,NULL,Lasioglossum,weemsi,NA,f,Gibbs,,12/1/14,bee,NA,SIOF,NA,NA,Sisymbrium,officinale,NA,MR,39.49323,-74.96535,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1341,2014_DOT,2014,1,2014-06-27,DO,PM,2,T,NULL,Xylocopa,virginica,NA,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1342,2014_DOT,2014,1,2014-06-27,DO,PM,2,T,NULL,Bombus,griseocollis,NA,m,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1343,2014_DOT,2014,1,2014-06-27,DO,PM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1344,2014_DOT,2014,1,2014-06-27,DO,AM,1,T,NULL,Bombus,perplexus,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1345,2014_DOT,2014,1,2014-06-27,DO,AM,1,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1346,2014_DOT,2014,1,2014-06-27,DO,AM,1,T,NULL,Bombus,impatiens,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1347,2014_DOT,2014,1,2014-06-27,DO,AM,1,T,NULL,Bombus,vagans,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1348,2014_DOT,2014,1,2014-06-27,DO,AM,1,T,NULL,Bombus,perplexus,NA,m,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1349,2014_DOT,2014,1,2014-06-27,DO,AM,1,T,NULL,Halictus,ligatus,NA,f,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1350,2014_DOT,2014,1,2014-06-27,DO,AM,1,T,NULL,Halictus,ligatus,NA,m,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1351,2014_DOC,2014,1,2014-06-27,DO,AM,1,C,NULL,Ceratina,calcarata,NA,f,Gibbs,,12/1/14,bee,NA,Hieracium,NA,NA,NA,NA,NA,MR,39.49323,-74.96535,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1352,2014_DOC,2014,1,2014-06-27,DO,PM,2,C,NULL,Lasioglossum,pectorale,NA,m,Gibbs,,12/1/14,bee,NA,OXST,NA,NA,Oxalis,stricta,NA,MR,39.49323,-74.96535,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1353,2014_DOT,2014,1,2014-06-27,DO,PM,1,T,NULL,Agapostemon,virescens,NA,f,Gibbs,,12/1/14,bee,NA,PLLA,NA,NA,Plantago,lanceolata,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1354,2014_DOT,2014,1,2014-06-27,DO,AM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1355,2014_DOT,2014,1,2014-06-27,DO,AM,2,T,NULL,Bombus,impatiens,NA,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1356,2014_DOT,2014,1,2014-06-27,DO,AM,2,T,NULL,Bombus,impatiens,NA,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1357,2014_DOT,2014,1,2014-06-27,DO,AM,2,T,NULL,Megachile,mendica,NA,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1358,2014_DOT,2014,1,2014-06-27,DO,AM,2,T,NULL,Megachile,mendica,NA,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1359,2014_DOT,2014,1,2014-06-27,DO,PM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1360,2014_DOT,2014,1,2014-06-27,DO,PM,2,T,NULL,Bombus,bimaculatus,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,CHECK,NJ_CIG
XCIG2014_1361,2014_DOT,2014,1,2014-06-27,DO,PM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1362,2014_DOT,2014,1,2014-06-27,DO,PM,2,T,NULL,Bombus,bimaculatus,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1363,2014_DOT,2014,1,2014-06-27,DO,PM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1364,2014_DOT,2014,1,2014-06-27,DO,PM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1365,2014_DOT,2014,1,2014-06-27,DO,PM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1366,2014_DOC,2014,1,2014-06-27,DO,AM,2,C,NULL,Lasioglossum,birkmanni,NA,f,Gibbs,,12/1/14,bee,NA,OXST,NA,NA,Oxalis,stricta,NA,MR,39.49323,-74.96535,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1367,2014_DOC,2014,1,2014-06-27,DO,AM,2,C,NULL,Lasioglossum,weemsi,NA,f,Gibbs,,12/1/14,bee,NA,OXST,NA,NA,Oxalis,stricta,NA,MR,39.49323,-74.96535,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1368,2014_DOC,2014,1,2014-06-27,DO,AM,2,C,NULL,Lasioglossum,tegulare,NA,f,Gibbs,,12/1/14,bee,NA,OXST,NA,NA,Oxalis,stricta,NA,MR,39.49323,-74.96535,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1369,2014_DOC,2014,1,2014-06-27,DO,AM,2,C,NULL,Lasioglossum,weemsi,NA,f,Gibbs,,12/1/14,bee,NA,OXST,NA,NA,Oxalis,stricta,NA,MR,39.49323,-74.96535,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1370,2014_DOC,2014,1,2014-06-27,DO,PM,2,C,NULL,Ceratina,calcarata,NA,f,Gibbs,,12/1/14,bee,NA,PHAM4,NA,NA,Phytolacca,americana,NA,MR,39.49323,-74.96535,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1371,2014_DOT,2014,1,2014-06-27,DO,PM,2,T,NULL,Augochlora,pura,NA,f,Gibbs,,12/1/14,bee,NA,CHFA2,NA,NA,Chamaecrista_nectar,fasciculata,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1372,2014_DOT,2014,1,2014-06-27,DO,PM,2,T,NULL,Lasioglossum,tegulare,NA,m,Gibbs,,12/1/14,bee,NA,CHFA2,NA,NA,Chamaecrista_nectar,fasciculata,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1373,2014_DOC,2014,1,2014-06-27,DO,AM,1,C,NULL,Lasioglossum,weemsi,NA,f,Gibbs,,12/1/14,bee,NA,OXST,NA,NA,Oxalis,stricta,NA,MR,39.49323,-74.96535,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1374,2014_DOT,2014,1,2014-06-27,DO,AM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1375,2014_DOT,2014,1,2014-06-27,DO,AM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,TRPR2,NA,NA,Trifolium,pratense,NA,MR,39.49369,-74.96606,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1376,2014_MEC,2014,1,2014-07-01,ME,AM,1,C,NULL,Andrena,wilkella,NA,f,Gibbs,,12/1/14,bee,NA,APCA,NA,NA,Apocynum,cannabinum,NA,MR,40.47774,-74.51788,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1377,2014_MEC,2014,1,2014-07-01,ME,AM,1,C,NULL,Bombus,impatiens,NA,f,Gibbs,,12/1/14,bee,NA,APCA,NA,NA,Apocynum,cannabinum,NA,MR,40.47774,-74.51788,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1378,2014_MET,2014,1,2014-07-01,ME,PM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,ASSY,NA,NA,Asclepias,syriaca,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1379,2014_MET,2014,1,2014-07-01,ME,PM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,ASSY,NA,NA,Asclepias,syriaca,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1380,2014_MET,2014,1,2014-07-01,ME,AM,2,T,NULL,Bombus,griseocollis,NA,m,Gibbs,,12/1/14,bee,NA,ASSY,NA,NA,Asclepias,syriaca,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1381,2014_MET,2014,1,2014-07-01,ME,AM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,ASSY,NA,NA,Asclepias,syriaca,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1382,2014_MET,2014,1,2014-07-01,ME,AM,2,T,NULL,Lasioglossum,hitchensi,NA,m,Gibbs,,12/1/14,bee,NA,ASSY,NA,NA,Asclepias,syriaca,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1383,2014_MET,2014,1,2014-07-01,ME,AM,2,T,NULL,Lasioglossum,paradmirandum,NA,m,Gibbs,,12/1/14,bee,NA,ASSY,NA,NA,Asclepias,syriaca,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1385,2014_MET,2014,1,2014-07-01,ME,PM,1,T,NULL,Bombus,griseocollis,NA,m,Gibbs,,12/1/14,bee,NA,APCA,NA,NA,Apocynum,cannabinum,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1386,2014_MET,2014,1,2014-07-01,ME,PM,1,T,NULL,Hylaeus,affinis-like,NA,f,Gibbs,,12/1/14,bee,NA,APCA,NA,NA,Apocynum,cannabinum,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1387,2014_MEC,2014,1,2014-07-01,ME,PM,1,C,NULL,Lasioglossum,paradmirandum,NA,f,Gibbs,,12/1/14,bee,NA,ERPH,NA,NA,Erigeron,philadelphicus,NA,MR,40.47774,-74.51788,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1388,2014_MEC,2014,1,2014-07-01,ME,PM,1,C,NULL,Lasioglossum,versatum,NA,f,Gibbs,,12/1/14,bee,NA,ERPH,NA,NA,Erigeron,philadelphicus,NA,MR,40.47774,-74.51788,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1389,2014_MET,2014,1,2014-07-01,ME,PM,1,T,NULL,Lasioglossum,paradmirandum,NA,f,Gibbs,,12/1/14,bee,NA,CIAR4,NA,NA,Cirsium,arvense,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1390,2014_MEC,2014,1,2014-07-01,ME,PM,2,C,NULL,Bombus,griseocollis,NA,m,Gibbs,,12/1/14,bee,NA,APCA,NA,NA,Apocynum,cannabinum,NA,MR,40.47774,-74.51788,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1391,2014_MET,2014,1,2014-07-01,ME,AM,1,T,NULL,Lasioglossum,hitchensi,NA,f,Gibbs,,12/1/14,bee,NA,CIAR4,NA,NA,Cirsium,arvense,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1392,2014_MET,2014,1,2014-07-01,ME,AM,1,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,APCA,NA,NA,Apocynum,cannabinum,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1393,2014_MET,2014,1,2014-07-01,ME,AM,1,T,NULL,Lasioglossum,truncatum,NA,f,Gibbs,,12/1/14,bee,NA,APCA,NA,NA,Apocynum,cannabinum,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1394,2014_MET,2014,1,2014-07-01,ME,PM,2,T,NULL,Hylaeus,affinis-like,NA,m,Gibbs,,12/1/14,bee,NA,APCA,NA,NA,Apocynum,cannabinum,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1395,2014_MET,2014,1,2014-07-01,ME,PM,2,T,NULL,Lasioglossum,rozeni,NA,m,Gibbs,,12/1/14,bee,NA,APCA,NA,NA,Apocynum,cannabinum,NA,MR,40.47808,-74.51931,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1397,2014_MEC,2014,1,2014-07-01,ME,AM,2,C,NULL,Andrena,wilkella,NA,f,Gibbs,,12/1/14,bee,NA,APCA,NA,NA,Apocynum,cannabinum,NA,MR,40.47774,-74.51788,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1398,2014_MEC,2014,1,2014-07-01,ME,AM,2,C,NULL,Andrena,wilkella,NA,f,Gibbs,,12/1/14,bee,NA,APCA,NA,NA,Apocynum,cannabinum,NA,MR,40.47774,-74.51788,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1399,2014_MEC,2014,1,2014-07-01,ME,AM,2,C,NULL,Lasioglossum,versatum,NA,f,Gibbs,,12/1/14,bee,NA,APCA,NA,NA,Apocynum,cannabinum,NA,MR,40.47774,-74.51788,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1400,2014_ABT,2014,2,2014-07-05,AB,PM,2,T,NULL,Andrena,fragilis,NA,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2014_1401,2014_ABT,2014,2,2014-07-05,AB,PM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1402,2014_ABT,2014,2,2014-07-05,AB,PM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1403,2014_ABT,2014,2,2014-07-05,AB,PM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2014_1404,2014_ABT,2014,2,2014-07-05,AB,PM,2,T,NULL,Bombus,griseocollis,NA,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
