"","genus_species","gs","X","uniqueID","sc","year","round","fdate","site","AM_PM","transect","treatment","L_R","genus","species","ssp","sex","detby","Taxonomy_notes","det_date","basicID","non_bee_desc1","plant_code.x","plant_genus_2013","plant_species_2013","plant_genus.x","plant_species.x","planted","coll","lat","lon","spec_notes","plant_check1","plant_check2","error_redo","problem.","Problem","status","project","meanIT","meantongue","plant_code.y","depth","width","plant_genus.y","plant_species.y"
"8975","Achillea_millefolium","Halictus_ligatus",8332,"NCIG2013_3370","2013_SHT",2013,2,"7/14/13","SH","AM",2,"T","L","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","MR",39.330081,-75.251231,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8976","Achillea_millefolium","Andrena_wilkella",10149,"XCIG2013_3484","2013_ROT",2013,2,"6/27/13","RO","PM",2,"T","","Andrena","wilkella",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","MR",40.884492,-75.012517,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",2.182970324,2.242806385,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8977","Achillea_millefolium","Halictus_ligatus_poeyi",6063,"XCIG2015_5911","2015_URWAC",2015,2,"7/12/15","URWA","AM",2,"C",NA,"Halictus","ligatus_poeyi",NA,"f","J. Gibbs","","11/11/15","bee",75,"ACMI2",NA,NA,"Achillea","millefolium",NA,"ES",40.70179,-74.70067,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.700098312,2.296858078,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8978","Achillea_millefolium","Augochlorella_persimilis",8724,"NCIG2013_3516","2013_FHT",2013,3,"7/26/13","FH","AM",3,"T","R","Augochlorella","persimilis",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","MR",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.27,1.735923804,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8979","Achillea_millefolium","Lasioglossum_pruinosum",4347,"XCIG2014_2860","2014_SHC",2014,3,"8/16/14","SH","AM",2,"C","NULL","Lasioglossum","pruinosum",NA,"f","Gibbs","","12/1/14","bee",NA,"ACMI2",NA,NA,"Achillea","millefolium",NA,"MR",39.326989,-75.244969,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.19926131,1.642995434,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8980","Achillea_millefolium","Andrena_wilkella",10040,"XCIG2013_2543","2013_URWAT",2013,1,"6/21/13","URWA","PM",2,"T","","Andrena","wilkella",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","MR",40.703892,-74.700793,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",2.182970324,2.242806385,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8981","Achillea_millefolium","Halictus_ligatus_poeyi",5254,"XCIG2015_5016","2015_ROC",2015,1,"6/10/15","RO","PM",2,"C",NA,"Halictus","ligatus_poeyi",NA,"f","J. Gibbs","","11/11/15","bee",43,"ACMI2",NA,NA,"Achillea","millefolium",NA,"MR",40.88519,-75.01367,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.700098312,2.296858078,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8982","Achillea_millefolium","Augochlorella_aurata",10138,"XCIG2013_3472","2013_ROT",2013,2,"6/27/13","RO","AM",2,"T","","Augochlorella","aurata",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","MR",40.884492,-75.012517,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",1.488846154,2.022157213,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8983","Achillea_millefolium","Halictus_ligatus",11431,"XCIG2013_7320","2013_ALT",2013,1,"6/21/13","AL","AM",1,"T","","Halictus","ligatus",NA,"f","J_Gibbs","cf","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","JZ",40.926863,-74.813052,"det_not_100percent",3,NA,"2ndp",NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8984","Achillea_millefolium","Lasioglossum_trigeminum",7526,"NCIG2013_3704","2013_FHT",2013,2,"7/8/13","FH","PM",3,"T","L","Lasioglossum","trigeminum",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","GP",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.193833333,1.635855879,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8985","Achillea_millefolium","Halictus_ligatus",8722,"NCIG2013_3514","2013_FHT",2013,3,"7/26/13","FH","AM",3,"T","R","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","MR",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8986","Achillea_millefolium","Halictus_ligatus",3583,"XCIG2014_1977","2014_SHC",2014,2,"7/11/14","SH","AM",2,"C","NULL","Halictus","ligatus",NA,"f","Gibbs","","12/1/14","bee",NA,"ACMI2",NA,NA,"Achillea","millefolium",NA,"MR",39.326989,-75.244969,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8987","Achillea_millefolium","Halictus_ligatus",3174,"XCIG2014_1538","2014_ROC",2014,2,"7/5/14","RO","PM",1,"C","NULL","Halictus","ligatus",NA,"f","Gibbs","","12/1/14","bee",NA,"ACMI2",NA,NA,"Achillea","millefolium",NA,"JZ",40.885194,-75.013669,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8988","Achillea_millefolium","Lasioglossum_versatum",10041,"XCIG2013_2544","2013_URWAT",2013,1,"6/21/13","URWA","PM",2,"T","","Lasioglossum","versatum",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","MR",40.703892,-74.700793,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",1.27832,1.746839834,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8989","Achillea_millefolium","Halictus_ligatus",7518,"NCIG2013_3802","2013_FHT",2013,2,"7/8/13","FH","PM",1,"T","R","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","JZ",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8990","Achillea_millefolium","Halictus_ligatus",8146,"NCIG2013_4078","2013_RandLC",2013,2,"7/16/13","RL","AM",4,"C","R","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","no","JZ",39.854874,-77.374393,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8991","Achillea_millefolium","Halictus_ligatus",7505,"NCIG2013_3204","2013_FHT",2013,2,"7/8/13","FH","AM",1,"T","R","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","JZ",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8992","Achillea_millefolium","Augochlorella_persimilis",7522,"NCIG2013_3700","2013_FHT",2013,2,"7/8/13","FH","PM",3,"T","L","Augochlorella","persimilis",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","GP",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.27,1.735923804,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8993","Achillea_millefolium","Halictus_ligatus",7506,"NCIG2013_3067","2013_FHT",2013,2,"7/8/13","FH","AM",2,"T","L","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","MR",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8994","Achillea_millefolium","Halictus_confusus",7512,"NCIG2013_3253","2013_FHT",2013,2,"7/8/13","FH","AM",3,"T","L","Halictus","confusus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","SM",40.695583,-74.755843,"",3,NA,"check_label_as_SM_wasnt","",NA,"KEPT","Davis_CIG",1.395346663,1.900088895,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8995","Achillea_millefolium","Halictus_ligatus_poeyi",6061,"XCIG2015_5877","2015_URWAT",2015,2,"7/12/15","URWA","AM",2,"T",NA,"Halictus","ligatus_poeyi",NA,"f","J. Gibbs","","11/11/15","bee",75,"ACMI2",NA,NA,"Achillea","millefolium",NA,"ES",40.70389,-74.70079,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.700098312,2.296858078,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8996","Achillea_millefolium","Halictus_ligatus",7527,"NCIG2013_3868","2013_FHT",2013,2,"7/8/13","FH","PM",3,"T","R","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","GP",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8997","Achillea_millefolium","Halictus_ligatus",11182,"XCIG2013_4921","2013_ALT",2013,2,"7/18/13","AL","PM",1,"T","","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","GP",40.926863,-74.813052,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8998","Achillea_millefolium","Lasioglossum_pilosum",9964,"NCIG2013_5648","2013_SHC",2013,4,"9/8/13","SH","PM",2,"C","R","Lasioglossum","pilosum",NA,"m","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","no","MR",39.326989,-75.244969,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",1.222478261,1.673518762,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"8999","Achillea_millefolium","Augochlorella_aurata",10060,"XCIG2013_3429","2013_URWAC",2013,2,"7/19/13","URWA","PM",2,"C","","Augochlorella","aurata",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","no","SM",40.701794,-74.700673,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",1.488846154,2.022157213,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9000","Achillea_millefolium","Halictus_ligatus",3778,"XCIG2014_2240","2014_FHT",2014,2,"7/18/14","FH","PM",1,"T","NULL","Halictus","ligatus",NA,"f","Gibbs","","12/1/14","bee",NA,"ACMI2",NA,NA,"Achillea","millefolium",NA,"MR",40.695583,-74.755843,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9001","Achillea_millefolium","Lasioglossum_versatum",10042,"XCIG2013_2545","2013_URWAT",2013,1,"6/21/13","URWA","PM",2,"T","","Lasioglossum","versatum",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","MR",40.703892,-74.700793,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",1.27832,1.746839834,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9002","Achillea_millefolium","Augochlorella_aurata",8723,"NCIG2013_3515","2013_FHT",2013,3,"7/26/13","FH","AM",3,"T","R","Augochlorella","aurata",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","MR",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.488846154,2.022157213,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9003","Achillea_millefolium","Ceratina_dupla",6064,"XCIG2015_5906","2015_URWAT",2015,2,"7/12/15","URWA","PM",1,"T",NA,"Ceratina","dupla",NA,"f","J. Gibbs","","11/11/15","bee",51,"ACMI2",NA,NA,"Achillea","millefolium",NA,"ES",40.70389,-74.70079,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.268836031,2.677003174,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9004","Achillea_millefolium","Lasioglossum_versatum",6065,"XCIG2015_5895","2015_URWAT",2015,2,"7/12/15","URWA","AM",1,"T",NA,"Lasioglossum","versatum",NA,"f","J. Gibbs","","11/11/15","bee",51,"ACMI2",NA,NA,"Achillea","millefolium",NA,"ES",40.70389,-74.70079,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.27832,1.746839834,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9005","Achillea_millefolium","Hylaeus_mesillae",3582,"XCIG2014_1976","2014_SHC",2014,2,"7/11/14","SH","AM",2,"C","NULL","Hylaeus","mesillae",NA,"f","Gibbs","","12/1/14","bee",NA,"ACMI2",NA,NA,"Achillea","millefolium",NA,"MR",39.326989,-75.244969,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",0.98,0.843481349,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9006","Achillea_millefolium","Augochlorella_aurata",4279,"XCIG2014_2790","2014_ROT",2014,3,"7/24/14","RO","PM",1,"T","NULL","Augochlorella","aurata",NA,"f","Gibbs","","12/1/14","bee",NA,"ACMI2",NA,NA,"Achillea","millefolium",NA,"JZ",40.884492,-75.012517,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.488846154,2.022157213,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9007","Achillea_millefolium","Bombus_bimaculatus",106,"NAT.CIG2012_0111","2012_ROT",2012,1,"5/31/12","RO","AM",4,"T","R","Bombus","bimaculatus","","m","J.Ascher","","11/11/12","bee",NA,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","GKN",40.884492,-75.012517,"",NA,"","","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9008","Achillea_millefolium","Megachile_mendica",9963,"NCIG2013_5647","2013_SHC",2013,4,"9/8/13","SH","PM",2,"C","R","Megachile","mendica",NA,"m","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","no","MR",39.326989,-75.244969,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",2.838424242,5.090914714,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9009","Achillea_millefolium","Halictus_ligatus",3584,"XCIG2014_1978","2014_SHC",2014,2,"7/11/14","SH","AM",2,"C","NULL","Halictus","ligatus",NA,"f","Gibbs","","12/1/14","bee",NA,"ACMI2",NA,NA,"Achillea","millefolium",NA,"MR",39.326989,-75.244969,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9010","Achillea_millefolium","Lasioglossum_pruinosum",4346,"XCIG2014_2859","2014_SHC",2014,3,"8/16/14","SH","AM",2,"C","NULL","Lasioglossum","pruinosum",NA,"f","Gibbs","","12/1/14","bee",NA,"ACMI2",NA,NA,"Achillea","millefolium",NA,"MR",39.326989,-75.244969,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.19926131,1.642995434,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9011","Achillea_millefolium","Lasioglossum_coreopsis",2444,"NAT.CIG2012_1104","2012_MAC",2012,2,"6/28/12","MA","PM",1,"C","R","Lasioglossum","coreopsis","","f","J.Gibbs","","11/11/12","bee",NA,"ACMI2","Achillea","millefolium","Achillea","millefolium","no","GKN",39.264481,-74.719008,"",NA,"","","",NA,"KEPT","Davis_CIG",0.911375,1.262374791,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9012","Achillea_millefolium","Halictus_ligatus",11206,"XCIG2013_4948","2013_ALT",2013,2,"7/18/13","AL","PM",2,"T","","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","JZ",40.926863,-74.813052,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9013","Achillea_millefolium","Halictus_ligatus",7515,"NCIG2013_3792","2013_FHT",2013,2,"7/8/13","FH","PM",1,"T","L","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","JZ",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9014","Achillea_millefolium","Halictus_ligatus",7516,"NCIG2013_3800","2013_FHT",2013,2,"7/8/13","FH","PM",1,"T","R","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","JZ",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9015","Achillea_millefolium","Halictus_ligatus",11432,"XCIG2013_7321","2013_ALT",2013,1,"6/21/13","AL","AM",1,"T","","Halictus","ligatus",NA,"f","J_Gibbs","cf","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","JZ",40.926863,-74.813052,"det_not_100percent",3,NA,"2ndp",NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9016","Achillea_millefolium","Lasioglossum_tegulare",10153,"XCIG2013_3489","2013_ROT",2013,2,"6/27/13","RO","PM",1,"T","","Lasioglossum","tegulare",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","SM",40.884492,-75.012517,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",0.926111111,1.281963492,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9017","Achillea_millefolium","Halictus_ligatus",11479,"XCIG2013_2066","2013_ABT",2013,1,"6/4/13","AB","AM",1,"T","","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","JZ",39.780504,-74.767308,"",3,NA,"",NA,NA,"KEPT","Davis_NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9018","Achillea_millefolium","Halictus_ligatus",7508,"NCIG2013_3248","2013_FHT",2013,2,"7/8/13","FH","AM",3,"T","R","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","GP",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9019","Achillea_millefolium","Augochlorella_aurata",62,"NAT.CIG2012_0067","2012_ROC",2012,3,"7/24/12","RO","AM",4,"C","L","Augochlorella","aurata","","f","J.Ascher","","11/11/12","bee",NA,"ACMI2","Achillea","millefolium","Achillea","millefolium","no","GKN",40.885194,-75.013669,"",NA,"","","",NA,"KEPT","Davis_CIG",1.488846154,2.022157213,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9020","Achillea_millefolium","Lasioglossum_versatum",5500,"XCIG2015_5411","2015_URWAC",2015,1,"6/19/15","URWA","PM",1,"C",NA,"Lasioglossum","versatum",NA,"f","J. Gibbs","","11/11/15","bee",42,"ACMI2",NA,NA,"Achillea","millefolium",NA,"ES",40.70179,-74.70067,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.27832,1.746839834,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9021","Achillea_millefolium","Halictus_ligatus",7519,"NCIG2013_3803","2013_FHT",2013,2,"7/8/13","FH","PM",1,"T","R","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","JZ",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9022","Achillea_millefolium","Lasioglossum_tegulare",3585,"XCIG2014_1979","2014_SHC",2014,2,"7/11/14","SH","AM",2,"C","NULL","Lasioglossum","tegulare",NA,"f","Gibbs","","12/1/14","bee",NA,"ACMI2",NA,NA,"Achillea","millefolium",NA,"MR",39.326989,-75.244969,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",0.926111111,1.281963492,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9023","Achillea_millefolium","Augochlorella_aurata",4280,"XCIG2014_2791","2014_ROT",2014,3,"7/24/14","RO","PM",1,"T","NULL","Augochlorella","aurata",NA,"f","Gibbs","","12/1/14","bee",NA,"ACMI2",NA,NA,"Achillea","millefolium",NA,"JZ",40.884492,-75.012517,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.488846154,2.022157213,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9024","Achillea_millefolium","Halictus_ligatus",11414,"XCIG2013_7299","2013_ALT",2013,1,"6/21/13","AL","PM",1,"T","","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","JZ",40.926863,-74.813052,"",3,NA,"2ndp",NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9025","Achillea_millefolium","Halictus_ligatus",5734,"XCIG2015_5669","2015_FHT",2015,2,"7/10/15","FH","PM",1,"T",NA,"Halictus","ligatus",NA,"f","J. Gibbs",NA,"11/11/15","bee",76,"ACMI2",NA,NA,"Achillea","millefolium",NA,"ES",40.69558,-74.75584,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9026","Achillea_millefolium","Augochlorella_aurata",1421,"NAT.CIG2012_0067","2012_ROC",2012,3,"7/24/12","RO","AM",4,"C","L","Augochlorella","aurata","","f","J.Ascher","","11/11/12","bee",NA,"ACMI2","Achillea","millefolium","Achillea","millefolium","no","GKN",40.885194,-75.013669,"",NA,"","","",NA,"KEPT","Davis_CIG",1.488846154,2.022157213,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9027","Achillea_millefolium","Lasioglossum_cressonii",6062,"XCIG2015_5894","2015_URWAT",2015,2,"7/12/15","URWA","AM",1,"T",NA,"Lasioglossum","cressonii",NA,"f","J. Gibbs","","11/11/15","bee",51,"ACMI2",NA,NA,"Achillea","millefolium",NA,"ES",40.70389,-74.70079,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.2235,1.674861506,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9028","Achillea_millefolium","Halictus_ligatus_poeyi",5732,"XCIG2015_5668","2015_FHT",2015,2,"7/10/15","FH","PM",1,"T",NA,"Halictus","ligatus_poeyi",NA,"f","J. Gibbs","","11/11/15","bee",76,"ACMI2",NA,NA,"Achillea","millefolium",NA,"ES",40.69558,-74.75584,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.700098312,2.296858078,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9029","Achillea_millefolium","Ceratina_dupla",7333,"NCIG2013_2525","2013_SHC",2013,1,"6/17/13","SH","PM",4,"C","R","Ceratina","dupla",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","no","MR",39.326989,-75.244969,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.268836031,2.677003174,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9030","Achillea_millefolium","Augochlorella_aurata",9692,"NCIG2013_4205","2013_SHC",2013,3,"7/31/13","SH","PM",2,"C","R","Augochlorella","aurata",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","no","JZ",39.326989,-75.244969,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",1.488846154,2.022157213,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9031","Achillea_millefolium","Lasioglossum_versatum",6600,"XCIG2015_6416","2015_ROT",2015,3,"7/29/15","RO","AM",1,"T",NA,"Lasioglossum","versatum",NA,"f","J. Gibbs","","11/11/15","bee",51,"ACMI2",NA,NA,"Achillea","millefolium",NA,"JZ",40.88449,-75.01252,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.27832,1.746839834,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9032","Achillea_millefolium","Halictus_ligatus",7517,"NCIG2013_3801","2013_FHT",2013,2,"7/8/13","FH","PM",1,"T","R","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","JZ",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9033","Achillea_millefolium","Lasioglossum_versatum",7523,"NCIG2013_3701","2013_FHT",2013,2,"7/8/13","FH","PM",3,"T","L","Lasioglossum","versatum",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","GP",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.27832,1.746839834,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
"9034","Achillea_millefolium","Halictus_ligatus",7524,"NCIG2013_3702","2013_FHT",2013,2,"7/8/13","FH","PM",3,"T","L","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"ACMI2","Achillea","millefolium","Achillea","millefolium","yes","GP",40.695583,-74.755843,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.82,2.452153309,"ACMI2_d",0.951242993,0.357220761,"Achillea","millefolium"
