"","genus_species","gs","X","uniqueID","sc","year","round","fdate","site","AM_PM","transect","treatment","L_R","genus","species","ssp","sex","detby","Taxonomy_notes","det_date","basicID","non_bee_desc1","plant_code.x","plant_genus_2013","plant_species_2013","plant_genus.x","plant_species.x","planted","coll","lat","lon","spec_notes","plant_check1","plant_check2","error_redo","problem.","Problem","status","project","meanIT","meantongue","plant_code.y","depth","width","plant_genus.y","plant_species.y"
"1","Monarda_fistulosa","Bombus_griseocollis",1656,"NAT.CIG2012_0302","2012_ABT",2012,2,"7/9/12","AB","AM",2,"T","R","Bombus","griseocollis","","q","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"2","Monarda_fistulosa","Ceratina_calcarata",7446,"NCIG2013_4264","2013_DandRT",2013,2,"6/28/13","DR","AM",3,"T","L","Ceratina","calcarata",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",40.298445,-74.56289,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.261979592,2.663114517,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"3","Monarda_fistulosa","Bombus_griseocollis",5699,"XCIG2015_5539","2015_ABT",2015,2,"6/30/15","AB","AM",1,"T",NA,"Bombus","griseocollis",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",39.7805,-74.76731,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"4","Monarda_fistulosa","Bombus_impatiens",6108,"XCIG2015_5984","2015_DRT",2015,2,"7/16/15","DR","AM",1,"T",NA,"Bombus","impatiens",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",40.29845,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"5","Monarda_fistulosa","Bombus_bimaculatus",3105,"XCIG2014_1467","2014_ABT",2014,2,"7/5/14","AB","AM",2,"T","NULL","Bombus","bimaculatus",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.780504,-74.767308,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"6","Monarda_fistulosa","Bombus_bimaculatus",7499,"NCIG2013_4796","2013_DandRT",2013,2,"6/28/13","DR","PM",4,"T","R","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","SM",40.298445,-74.56289,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"7","Monarda_fistulosa","Bombus_griseocollis",3391,"XCIG2014_1769","2014_SHT",2014,2,"7/11/14","SH","AM",1,"T","NULL","Bombus","griseocollis",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.330081,-75.251231,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"8","Monarda_fistulosa","Bombus_bimaculatus",7612,"NCIG2013_3239","2013_FHC",2013,2,"7/8/13","FH","AM",1,"C","R","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","no","JZ",40.694391,-74.754039,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"9","Monarda_fistulosa","Bombus_bimaculatus",7765,"NCIG2013_3787","2013_FHT",2013,2,"7/8/13","FH","PM",1,"T","R","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"10","Monarda_fistulosa","Bombus_bimaculatus",3302,"XCIG2014_1674","2014_DRT",2014,2,"7/7/14","DR","PM",1,"T","NULL","Bombus","bimaculatus",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",40.298445,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"11","Monarda_fistulosa","Bombus_impatiens",6147,"XCIG2015_6010","2015_DRT",2015,2,"7/16/15","DR","PM",2,"T",NA,"Bombus","impatiens",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"JZ",40.29845,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"12","Monarda_fistulosa","Augochlorella_aurata",3315,"XCIG2014_1687","2014_DRT",2014,2,"7/7/14","DR","PM",1,"T","NULL","Augochlorella","aurata",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",40.298445,-74.56289,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.488846154,2.022157213,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"13","Monarda_fistulosa","Bombus_griseocollis",611,"NAT.CIG2012_0617","2012_MAT",2012,2,"6/28/12","MA","AM",3,"T","R","Bombus","griseocollis","","f","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.263113,-74.719499,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"14","Monarda_fistulosa","Bombus_impatiens",9509,"NCIG2013_6141","2013_RandLT",2013,3,"8/5/13","RL","PM",1,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"15","Monarda_fistulosa","Bombus_fervidus",8103,"NCIG2013_3000","2013_PUT",2013,2,"7/15/13","PU","AM",2,"T","L","Bombus","fervidus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.951065,-77.241008,"",3,NA,"","",NA,"KEPT","Davis_CIG",3.792222222,7.658040011,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"16","Monarda_fistulosa","Bombus_impatiens",9629,"NCIG2013_5099","2013_RandLT",2013,3,"8/5/13","RL","PM",3,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"17","Monarda_fistulosa","Augochlorella_aurata",3485,"XCIG2014_1871","2014_SHT",2014,2,"7/11/14","SH","AM",1,"T","NULL","Augochlorella","aurata",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.330081,-75.251231,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.488846154,2.022157213,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"18","Monarda_fistulosa","Bombus_griseocollis",7645,"NCIG2013_3053","2013_FHC",2013,2,"7/8/13","FH","PM",2,"C","R","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","no","MR",40.694391,-74.754039,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"19","Monarda_fistulosa","Bombus_impatiens",3346,"XCIG2014_1721","2014_SHT",2014,2,"7/11/14","SH","PM",1,"T","NULL","Bombus","impatiens",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.330081,-75.251231,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"20","Monarda_fistulosa","Bombus_impatiens",10403,"XCIG2013_5951","2013_MAT",2013,2,"7/5/13","MA","AM",2,"T","","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.263113,-74.719499,"",3,NA,"",NA,NA,"CHECK","Davis_NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"21","Monarda_fistulosa","Hylaeus_mesillae",5982,"XCIG2015_5604","2015_FHC",2015,2,"7/10/15","FH","AM",2,"C",NA,"Hylaeus","mesillae",NA,"m","J. Gibbs","","11/11/15","bee",79,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",40.69439,-74.75404,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",0.98,0.843481349,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"22","Monarda_fistulosa","Bombus_bimaculatus",11534,"XCIG2013_2399","2013_ABT",2013,2,"6/27/13","AB","PM",1,"T","","Bombus","bimaculatus",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.780504,-74.767308,"",3,NA,"",NA,NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"23","Monarda_fistulosa","Bombus_impatiens",9465,"NCIG2013_6372","2013_RandLT",2013,3,"8/5/13","RL","AM",3,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"24","Monarda_fistulosa","Bombus_griseocollis",3511,"XCIG2014_1899","2014_SHT",2014,2,"7/11/14","SH","PM",2,"T","NULL","Bombus","griseocollis",NA,"m","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.330081,-75.251231,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"25","Monarda_fistulosa","Bombus_bimaculatus",11527,"XCIG2013_2392","2013_ABT",2013,2,"6/27/13","AB","PM",1,"T","","Bombus","bimaculatus",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.780504,-74.767308,"",3,NA,"",NA,NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"26","Monarda_fistulosa","Bombus_bimaculatus",7444,"NCIG2013_4793","2013_DandRT",2013,2,"6/28/13","DR","AM",2,"T","L","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",40.298445,-74.56289,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"27","Monarda_fistulosa","Bombus_impatiens",4459,"XCIG2014_2979","2014_ROT",2014,3,"7/24/14","RO","AM",1,"T","NULL","Bombus","impatiens",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"JZ",40.884492,-75.012517,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"28","Monarda_fistulosa","Ceratina_strenua",5946,"XCIG2015_5700","2015_FHC",2015,2,"7/10/15","FH","PM",2,"C",NA,"Ceratina","strenua",NA,"f","J. Gibbs","","11/11/15","bee",28,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",40.69439,-74.75404,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",0.98225,2.093691835,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"29","Monarda_fistulosa","Bombus_griseocollis",4322,"XCIG2014_2834","2014_ABT",2014,3,"7/30/14","AB","AM",2,"T","NULL","Bombus","griseocollis",NA,"m","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"KH",39.780504,-74.767308,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"30","Monarda_fistulosa","Bombus_griseocollis",6145,"XCIG2015_6005","2015_DRT",2015,2,"7/16/15","DR","PM",2,"T",NA,"Bombus","griseocollis",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"JZ",40.29845,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"31","Monarda_fistulosa","Bombus_impatiens",9352,"NCIG2013_6408","2013_RandLT",2013,3,"8/5/13","RL","AM",1,"T","R","Bombus","impatiens",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"32","Monarda_fistulosa","Bombus_griseocollis",575,"NAT.CIG2012_0581","2012_ABT",2012,2,"7/9/12","AB","PM",2,"T","L","Bombus","griseocollis","","f","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"33","Monarda_fistulosa","Bombus_bimaculatus",1456,"NAT.CIG2012_0102","2012_MAT",2012,2,"6/28/12","MA","AM",3,"T","R","Bombus","bimaculatus","","m","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.263113,-74.719499,"",NA,"","","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"34","Monarda_fistulosa","Bombus_griseocollis",8716,"NCIG2013_4749","2013_DandRT",2013,3,"7/24/13","DR","PM",4,"T","R","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",40.298445,-74.56289,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"35","Monarda_fistulosa","Augochlorella_aurata",8812,"NCIG2013_3647","2013_FHC",2013,3,"7/26/13","FH","AM",4,"C","R","Augochlorella","aurata",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","no","SM",40.694391,-74.754039,"",3,NA,"","",NA,"KEPT","Davis_CIG",1.488846154,2.022157213,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"36","Monarda_fistulosa","Bombus_griseocollis",1978,"NAT.CIG2012_0625","2012_MAT",2012,2,"6/28/12","MA","PM",4,"T","R","Bombus","griseocollis","","f","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JWB",39.263113,-74.719499,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"37","Monarda_fistulosa","Bombus_bimaculatus",95,"NAT.CIG2012_0100","2012_MAT",2012,2,"6/28/12","MA","AM",3,"T","R","Bombus","bimaculatus","","m","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.263113,-74.719499,"",NA,"","","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"38","Monarda_fistulosa","Bombus_griseocollis",1687,"NAT.CIG2012_0333","2012_ABT",2012,2,"7/9/12","AB","AM",4,"T","R","Bombus","griseocollis","","f","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"39","Monarda_fistulosa","Bombus_griseocollis",8285,"NCIG2013_4027","2013_RandLT",2013,2,"7/16/13","RL","PM",3,"T","L","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"40","Monarda_fistulosa","Bombus_impatiens",9625,"NCIG2013_5095","2013_RandLT",2013,3,"8/5/13","RL","PM",3,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"41","Monarda_fistulosa","Bombus_fervidus",9282,"NCIG2013_6448","2013_PUT",2013,3,"8/14/13","PU","AM",2,"T","R","Bombus","fervidus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.951065,-77.241008,"",3,NA,"","",NA,"KEPT","Davis_CIG",3.792222222,7.658040011,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"42","Monarda_fistulosa","Bombus_impatiens",6113,"XCIG2015_5985","2015_DRT",2015,2,"7/16/15","DR","AM",1,"T",NA,"Bombus","impatiens",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",40.29845,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"43","Monarda_fistulosa","Bombus_bimaculatus",7485,"NCIG2013_4228","2013_DandRT",2013,2,"6/28/13","DR","PM",3,"T","R","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",40.298445,-74.56289,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"44","Monarda_fistulosa","Bombus_impatiens",9063,"NCIG2013_6513","2013_MUT",2013,3,"8/16/13","MU","AM",1,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","AC",40.610223,-74.908613,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"45","Monarda_fistulosa","Bombus_impatiens",9514,"NCIG2013_6146","2013_RandLT",2013,3,"8/5/13","RL","PM",1,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"46","Monarda_fistulosa","Ceratina_calcarata",3672,"XCIG2014_2070","2014_BWT",2014,2,"7/12/14","BW","PM",2,"T","NULL","Ceratina","calcarata",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.536073,-74.932563,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.261979592,2.663114517,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"47","Monarda_fistulosa","Bombus_impatiens",9432,"NCIG2013_6191","2013_RandLT",2013,3,"8/5/13","RL","AM",3,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"48","Monarda_fistulosa","Bombus_impatiens",9350,"NCIG2013_6406","2013_RandLT",2013,3,"8/5/13","RL","AM",1,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"49","Monarda_fistulosa","Bombus_bimaculatus",124,"NAT.CIG2012_0129","2012_ABT",2012,2,"7/9/12","AB","PM",4,"T","L","Bombus","bimaculatus","","f","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"50","Monarda_fistulosa","Bombus_bimaculatus",7809,"NCIG2013_3880","2013_FHT",2013,2,"7/8/13","FH","PM",3,"T","L","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"51","Monarda_fistulosa","Bombus_griseocollis",6111,"XCIG2015_5998","2015_DRT",2015,2,"7/16/15","DR","PM",2,"T",NA,"Bombus","griseocollis",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"JZ",40.29845,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"52","Monarda_fistulosa","Bombus_bimaculatus",11548,"XCIG2013_2414","2013_ABT",2013,2,"6/27/13","AB","PM",2,"T","","Bombus","bimaculatus",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",39.780504,-74.767308,"",3,NA,"",NA,NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"53","Monarda_fistulosa","Augochlorella_aurata",3811,"XCIG2014_2273","2014_FHC",2014,2,"7/18/14","FH","PM",2,"C","NULL","Augochlorella","aurata",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",40.694391,-74.754039,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.488846154,2.022157213,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"54","Monarda_fistulosa","Bombus_griseocollis",3363,"XCIG2014_1741","2014_SHT",2014,2,"7/11/14","SH","AM",1,"T","NULL","Bombus","griseocollis",NA,"m","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.330081,-75.251231,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"55","Monarda_fistulosa","Bombus_griseocollis",3743,"XCIG2014_2151","2014_MAT",2014,2,"7/17/14","MA","PM",2,"T","NULL","Bombus","griseocollis",NA,"m","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.263113,-74.719499,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"56","Monarda_fistulosa","Bombus_impatiens",8642,"NCIG2013_7203","2013_DandRT",2013,3,"7/24/13","DR","AM",4,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",40.298445,-74.56289,"",3,NA,"2ndp","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"57","Monarda_fistulosa","Augochlorella_persimilis",8826,"NCIG2013_4815","2013_FHC",2013,3,"7/26/13","FH","PM",2,"C","L","Augochlorella","persimilis",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","no","SM",40.694391,-74.754039,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",1.27,1.735923804,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"58","Monarda_fistulosa","Bombus_griseocollis",8660,"NCIG2013_4660","2013_DandRT",2013,3,"7/24/13","DR","PM",1,"T","R","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",40.298445,-74.56289,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"59","Monarda_fistulosa","Bombus_impatiens",10237,"XCIG2013_4498","2013_ROT",2013,3,"7/26/13","RO","AM",1,"T","","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","AC",40.884492,-75.012517,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"60","Monarda_fistulosa","Bombus_bimaculatus",8015,"NCIG2013_2891","2013_MUT",2013,2,"7/9/13","MU","PM",4,"T","R","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",40.610223,-74.908613,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
