uniqueID,sc,year,round,fdate,site,AM_PM,transect,treatment,L_R,genus,species,gs,ssp,sex,detby,Taxonomy_notes,det_date,basicID,non_bee_desc1,plant_code,plant_genus_2013,plant_species_2013,plant_genus,plant_species,genus_species,planted,coll,lat,lon,spec_notes,plant_check1,plant_check2,error_redo,problem?
NCIG2013_3250,2013_FHT,2013,2,7/8/13,FH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,SM,40.695583,-74.755843,,NULL,,check_label_as_SM_wasnt,
NCIG2013_3251,2013_FHT,2013,2,7/8/13,FH,AM,3,T,L,unkown,unkown,unkown_unkown,,,,,0000-00-00,fly,Ugly_blue_grey_wasp___,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,no,SM,40.695583,-74.755843,Fly,NULL,,check_label_as_SM_wasnt,
NCIG2013_3252,2013_FHT,2013,2,7/8/13,FH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,SM,40.695583,-74.755843,,NULL,,check_label_as_SM_wasnt,
NCIG2013_3253,2013_FHT,2013,2,7/8/13,FH,AM,3,T,L,Halictus,confusus,Halictus_confusus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,SM,40.695583,-74.755843,,NULL,,check_label_as_SM_wasnt,
NCIG2013_3254,2013_FHT,2013,2,7/8/13,FH,AM,3,T,L,Lasioglossum,tegulare,Lasioglossum_tegulare,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,SM,40.695583,-74.755843,,NULL,,check_label_as_SM_wasnt,
NCIG2013_3236,2013_FHT,2013,2,7/8/13,FH,AM,4,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,SM,40.695583,-74.755843,,NULL,,,
NCIG2013_3792,2013_FHT,2013,2,7/8/13,FH,PM,1,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3800,2013_FHT,2013,2,7/8/13,FH,PM,1,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3801,2013_FHT,2013,2,7/8/13,FH,PM,1,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3802,2013_FHT,2013,2,7/8/13,FH,PM,1,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3803,2013_FHT,2013,2,7/8/13,FH,PM,1,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3804,2013_FHT,2013,2,7/8/13,FH,PM,1,T,R,Augochlorella,persimilis,Augochlorella_persimilis,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3657,2013_FHT,2013,2,7/8/13,FH,PM,2,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3700,2013_FHT,2013,2,7/8/13,FH,PM,3,T,L,Augochlorella,persimilis,Augochlorella_persimilis,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3701,2013_FHT,2013,2,7/8/13,FH,PM,3,T,L,Lasioglossum,versatum,Lasioglossum_versatum,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3702,2013_FHT,2013,2,7/8/13,FH,PM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3703,2013_FHT,2013,2,7/8/13,FH,PM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3704,2013_FHT,2013,2,7/8/13,FH,PM,3,T,L,Lasioglossum,trigeminum,Lasioglossum_trigeminum,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3868,2013_FHT,2013,2,7/8/13,FH,PM,3,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3103,2013_FHC,2013,2,7/8/13,FH,AM,1,C,L,Lasioglossum,versatum,Lasioglossum_versatum,,f,J_Gibbs,,0000-00-00,bee,,ALVI,Allium,vineale,Allium,vineale,Allium_vineale,no,JZ,40.694391,-74.754039,,NULL,,,
NCIG2013_3740,2013_FHC,2013,2,7/9/13,FH,PM,1,C,R,Augochlorella,aurata,Augochlorella_aurata,,f,J_Gibbs,,0000-00-00,bee,,ALVI,Allium,vineale,Allium,vineale,Allium_vineale,no,JZ,40.694391,-74.754039,,NULL,,,
NCIG2013_3066,2013_FHC,2013,2,7/8/13,FH,PM,2,C,L,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,ALVI,Allium,vineale,Allium,vineale,Allium_vineale,no,MR,40.694391,-74.754039,,NULL,,,
NCIG2013_3805,2013_FHC,2013,2,7/8/13,FH,PM,3,C,L,Lasioglossum,versatum,Lasioglossum_versatum,,f,J_Gibbs,,0000-00-00,bee,,ALLIUM,CHECK,CHECK,Allium,vineale,Allium_vineale,no,GP,40.694391,-74.754039,,3,,,
NCIG2013_3038,2013_FHT,2013,2,7/8/13,FH,AM,1,T,L,Agapostemon,virescens,Agapostemon_virescens,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3039,2013_FHT,2013,2,7/8/13,FH,AM,1,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3040,2013_FHT,2013,2,7/8/13,FH,AM,1,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3041,2013_FHT,2013,2,7/8/13,FH,AM,1,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3049,2013_FHT,2013,2,7/8/13,FH,AM,2,T,R,Lasioglossum,gotham,Lasioglossum_gotham,,m,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3259,2013_FHT,2013,2,7/8/13,FH,AM,3,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3260,2013_FHT,2013,2,7/8/13,FH,AM,3,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3261,2013_FHT,2013,2,7/8/13,FH,AM,3,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3732,2013_FHT,2013,2,7/8/13,FH,PM,1,T,L,Halictus,ligatus,Halictus_ligatus,,m,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3789,2013_FHT,2013,2,7/8/13,FH,PM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3790,2013_FHT,2013,2,7/8/13,FH,PM,3,T,L,Halictus,confusus,Halictus_confusus,,m,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3794,2013_FHT,2013,2,7/8/13,FH,PM,4,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,COLA5,Coreopsis,lanceolata,Coreopsis,lanceolata,Coreopsis_lanceolata,yes,SM?,40.695583,-74.755843,,NULL,,,
NCIG2013_3150,2013_FHT,2013,2,7/8/13,FH,AM,3,T,L,Megachile,frugalis,Megachile_frugalis,,f,J_Gibbs,,0000-00-00,bee,,ECPU,Echinacea,purpurea,Echinacea,purpurea,Echinacea_purpurea,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3791,2013_FHT,2013,2,7/8/13,FH,PM,3,T,R,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,ECPU,Echinacea,purpurea,Echinacea,purpurea,Echinacea_purpurea,yes,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3603,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,SM,39.330081,-75.251231,,NULL,,,
NCIG2013_3604,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,SM,39.330081,-75.251231,,NULL,,,
NCIG2013_3605,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,SM,39.330081,-75.251231,,NULL,,,
NCIG2013_3606,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,SM,39.330081,-75.251231,,NULL,,,
NCIG2013_3607,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,SM,39.330081,-75.251231,,NULL,,,
NCIG2013_3608,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,SM,39.330081,-75.251231,,NULL,,,
NCIG2013_3609,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,unkown,unkown,unkown_unkown,,,,,0000-00-00,wasp,Fuzzy_black_red_legged_wasp__,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,SM,39.330081,-75.251231,,NULL,,,
NCIG2013_3610,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,unkown,unkown,unkown_unkown,,,,,0000-00-00,wasp,Brilliant_blue_green_wasp___,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,SM,39.330081,-75.251231,,NULL,,,
NCIG2013_3611,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,SM,39.330081,-75.251231,,NULL,,,
NCIG2013_3612,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,SM,39.330081,-75.251231,,NULL,,,
NCIG2013_3613,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,SM,39.330081,-75.251231,,NULL,,,
NCIG2013_3544,2013_SHT,2013,2,7/14/13,SH,AM,4,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERPH,Erigeron,philadelphicus,Erigeron,philadelphicus,Erigeron_species,no,GP,39.330081,-75.251231,,NULL,,,
NCIG2013_3243,2013_FHC,2013,2,7/8/13,FH,PM,2,C,L,Agapostemon,virescens,Agapostemon_virescens,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,no,MR,40.694391,-74.754039,,NULL,,,
NCIG2013_3244,2013_FHC,2013,2,7/8/13,FH,PM,2,C,L,Lasioglossum,versatum,Lasioglossum_versatum,,f,J_Gibbs,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,Gaillardia_pulchella,no,MR,40.694391,-74.754039,,NULL,,,
NCIG2013_3104,2013_FHT,2013,2,7/8/13,FH,AM,4,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,pinkGaillardia,CHECK,CHECK,Echinacea,purpurea,Echinacea_purpurea,yes,SM,40.695583,-74.755843,,3,,,
NCIG2013_3105,2013_FHT,2013,2,7/8/13,FH,AM,4,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,pinkGaillardia,CHECK,CHECK,Echinacea,purpurea,Echinacea_purpurea,yes,SM,40.695583,-74.755843,,3,,,
NCIG2013_3405,2013_FHT,2013,2,7/8/13,FH,AM,4,T,R,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,pinkGaillardia,CHECK,CHECK,Echinacea,purpurea,Echinacea_purpurea,yes,SM,40.695583,-74.755843,,3,,,
NCIG2013_3406,2013_FHT,2013,2,7/8/13,FH,AM,4,T,R,Bombus,vagans,Bombus_vagans,,f,J_Gibbs,,0000-00-00,bee,,pinkGaillardia,CHECK,CHECK,Echinacea,purpurea,Echinacea_purpurea,yes,SM,40.695583,-74.755843,,3,,,
NCIG2013_3793,2013_FHT,2013,2,7/8/13,FH,PM,4,T,L,Augochlora,pura,Augochlora_pura,,f,J_Gibbs,,0000-00-00,bee,,pinkGaillardia,CHECK,CHECK,Echinacea,purpurea,Echinacea_purpurea,yes,SM,40.695583,-74.755843,,3,,,
NCIG2013_3186,2013_FHC,2013,2,7/8/13,FH,AM,4,C,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,SM,40.694391,-74.754039,,NULL,,,
NCIG2013_3258,2013_FHC,2013,2,7/8/13,FH,PM,2,C,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,Leucanthemum_vulgare,no,MR,40.694391,-74.754039,,NULL,,,
NCIG2013_3147,2013_FHC,2013,2,7/8/13,FH,AM,4,C,L,Bombus,perplexus,Bombus_perplexus,,m,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,SM,40.694391,-74.754039,,1,,,
NCIG2013_3148,2013_FHC,2013,2,7/8/13,FH,AM,4,C,L,Bombus,perplexus,Bombus_perplexus,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,SM,40.694391,-74.754039,,1,,,
NCIG2013_3151,2013_FHC,2013,2,7/8/13,FH,AM,4,C,R,Hylaeus,affinis,Hylaeus_affinis,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,SM,40.694391,-74.754039,,1,,,
NCIG2013_3205,2013_FHC,2013,2,7/8/13,FH,AM,4,C,R,Bombus,perplexus,Bombus_perplexus,,m,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,SM,40.694391,-74.754039,,1,,,
NCIG2013_3206,2013_FHC,2013,2,7/8/13,FH,AM,4,C,R,Augochlorella,aurata,Augochlorella_aurata,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,SM,40.694391,-74.754039,,1,,,
NCIG2013_3042,2013_FHT,2013,2,7/8/13,FH,AM,1,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3043,2013_FHT,2013,2,7/8/13,FH,AM,1,T,L,Bombus,bimaculatus,Bombus_bimaculatus,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3044,2013_FHT,2013,2,7/8/13,FH,AM,1,T,L,Bombus,bimaculatus,Bombus_bimaculatus,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3422,2013_FHT,2013,2,7/8/13,FH,AM,1,T,R,Bombus,bimaculatus,Bombus_bimaculatus,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3423,2013_FHT,2013,2,7/8/13,FH,AM,1,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3424,2013_FHT,2013,2,7/8/13,FH,AM,1,T,R,Bombus,bimaculatus,Bombus_bimaculatus,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3425,2013_FHT,2013,2,7/8/13,FH,AM,1,T,R,Bombus,perplexus,Bombus_perplexus,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3426,2013_FHT,2013,2,7/8/13,FH,AM,1,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3427,2013_FHT,2013,2,7/8/13,FH,AM,1,T,R,Lasioglossum,versatum,Lasioglossum_versatum,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,JZ,40.695583,-74.755843,,NULL,,,
NCIG2013_3128,2013_FHT,2013,2,7/8/13,FH,AM,2,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3100,2013_FHT,2013,2,7/8/13,FH,AM,2,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3101,2013_FHT,2013,2,7/8/13,FH,AM,2,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3102,2013_FHT,2013,2,7/8/13,FH,AM,2,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3119,2013_FHT,2013,2,7/8/13,FH,AM,2,T,R,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3120,2013_FHT,2013,2,7/8/13,FH,AM,2,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3121,2013_FHT,2013,2,7/8/13,FH,AM,2,T,R,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3122,2013_FHT,2013,2,7/8/13,FH,AM,2,T,R,Bombus,perplexus,Bombus_perplexus,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3123,2013_FHT,2013,2,7/8/13,FH,AM,2,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3124,2013_FHT,2013,2,7/8/13,FH,AM,2,T,R,Bombus,bimaculatus,Bombus_bimaculatus,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3125,2013_FHT,2013,2,7/8/13,FH,AM,2,T,R,Bombus,perplexus,Bombus_perplexus,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3126,2013_FHT,2013,2,7/8/13,FH,AM,2,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3127,2013_FHT,2013,2,7/8/13,FH,AM,2,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3129,2013_FHT,2013,2,7/8/13,FH,AM,2,T,R,Augochlora,pura,Augochlora_pura,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,MR,40.695583,-74.755843,,NULL,,,
NCIG2013_3272,2013_FHT,2013,2,7/8/13,FH,AM,3,T,L,Bombus,vagans,Bombus_vagans,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3245,2013_FHT,2013,2,7/8/13,FH,AM,3,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3246,2013_FHT,2013,2,7/8/13,FH,AM,3,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3269,2013_FHT,2013,2,7/8/13,FH,AM,3,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3270,2013_FHT,2013,2,7/8/13,FH,AM,3,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3271,2013_FHT,2013,2,7/8/13,FH,AM,3,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,GP,40.695583,-74.755843,,NULL,,,
NCIG2013_3400,2013_FHT,2013,2,7/8/13,FH,AM,4,T,L,Bombus,bimaculatus,Bombus_bimaculatus,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,SM,40.695583,-74.755843,,NULL,,,
NCIG2013_3401,2013_FHT,2013,2,7/8/13,FH,AM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MEAR4,Mentha,arvensis,Mentha,arvensis,Mentha_arvensis,no,SM,40.695583,-74.755843,,NULL,,,
