uniqueID,sc,year,round,fdate,site,AM_PM,transect,treatment,L_R,genus,species,gs,ssp,sex,detby,Taxonomy_notes,det_date,basicID,non_bee_desc1,plant_code,plant_genus_2013,plant_species_2013,plant_genus,plant_species,genus_species,planted,coll,lat,lon,spec_notes,plant_check1,plant_check2,error_redo,problem?
XCIG2014_1402,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1403,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1404,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1405,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1406,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1407,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1408,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1409,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1410,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1411,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1412,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1413,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1414,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1415,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1416,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1417,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1418,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1421,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,HEHE5,NA,NA,Heliopsis,helianthoides,Heliopsis_helianthoides,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1453,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Lasioglossum,pilosum,Lasioglossum_pilosum,,f,Gibbs,,12/1/14,bee,NA,TRRE3,NA,NA,Trifolium,repens,Trifolium_repens,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1495,2014_ABT,2014,2,7/5/14,AB,PM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,TRAR4,NA,NA,Trifolium,arvense,Trifolium_arvense,NA,MR,39.780504,-74.767308,NA,NA,NA,NA,
XCIG2014_1990,2014_ALT,2014,2,7/6/14,AL,AM,1,T,NULL,Andrena,wilkella,Andrena_wilkella,,f,Gibbs,,12/1/14,bee,NA,TRHY,NA,NA,Trifolium,hybridum,Trifolium_hybridum,NA,KH,40.926863,-74.813052,NA,NA,NA,NA,
XCIG2014_1995,2014_ALT,2014,2,7/6/14,AL,AM,1,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,Erig 27.6 m,NA,NA,NA,NA,NA_NA,NA,KH,40.926863,-74.813052,NA,NA,NA,NA,
XCIG2014_1989,2014_ALT,2014,2,7/6/14,AL,PM,1,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,Rudbeckia_hirta,NA,KH,40.926863,-74.813052,NA,NA,NA,NA,
XCIG2014_1988,2014_ALT,2014,2,7/6/14,AL,PM,2,T,NULL,Andrena,wilkella,Andrena_wilkella,,f,Gibbs,,12/1/14,bee,NA,TRHY,NA,NA,Trifolium,hybridum,Trifolium_hybridum,NA,MR,40.926863,-74.813052,NA,NA,NA,NA,
XCIG2014_1991,2014_ALT,2014,2,7/6/14,AL,PM,2,T,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,m,Gibbs,,12/1/14,bee,NA,VEHA2,NA,NA,Verbena,hastata,Verbena_hastata,NA,MR,40.926863,-74.813052,NA,NA,NA,NA,
XCIG2014_1992,2014_ALT,2014,2,7/6/14,AL,PM,2,T,NULL,Augochlora,pura,Augochlora_pura,,f,Gibbs,,12/1/14,bee,NA,VEHA2,NA,NA,Verbena,hastata,Verbena_hastata,NA,MR,40.926863,-74.813052,NA,NA,NA,NA,
XCIG2014_1993,2014_ALT,2014,2,7/6/14,AL,PM,2,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,VEHA2,NA,NA,Verbena,hastata,Verbena_hastata,NA,MR,40.926863,-74.813052,NA,NA,NA,NA,
XCIG2014_1994,2014_ALT,2014,2,7/6/14,AL,PM,2,T,NULL,Hylaeus,mesillae,Hylaeus_mesillae,,f,Gibbs,,12/1/14,bee,NA,VEHA2,NA,NA,Verbena,hastata,Verbena_hastata,NA,MR,40.926863,-74.813052,NA,NA,NA,NA,
XCIG2014_1084,2014_ALC,2014,1,6/6/14,AL,AM,2,C,NULL,Ceratina,strenua,Ceratina_strenua,,f,Gibbs,,12/1/14,bee,NA,ERPH,NA,NA,Erigeron,species,Erigeron_philadelphicus,NA,JZ,40.92378,-74.813615,NA,NA,NA,NA,
XCIG2014_1085,2014_ALC,2014,1,6/6/14,AL,AM,2,C,NULL,Ceratina,strenua,Ceratina_strenua,,f,Gibbs,,12/1/14,bee,NA,ERPH,NA,NA,Erigeron,species,Erigeron_philadelphicus,NA,JZ,40.92378,-74.813615,NA,NA,NA,NA,
XCIG2014_1073,2014_ALC,2014,1,6/6/14,AL,PM,1,C,NULL,Ceratina,mikmaqi,Ceratina_mikmaqi,,f,Gibbs,,12/1/14,bee,NA,ERPH,NA,NA,Erigeron,species,Erigeron_philadelphicus,NA,JZ,40.92378,-74.813615,NA,NA,NA,NA,
XCIG2014_2003,2014_BWC,2014,2,7/12/14,BW,PM,1,C,NULL,Hylaeus,modestus,Hylaeus_modestus,,m,Gibbs,,12/1/14,bee,NA,St John's Wort,NA,NA,Hypericum,perforatum,Hypericum_perforatum,NA,KH,39.536493,-74.934855,NA,NA,NA,NA,
XCIG2014_2004,2014_BWC,2014,2,7/12/14,BW,PM,1,C,NULL,Augochlorella,aurata,Augochlorella_aurata,,f,Gibbs,,12/1/14,bee,NA,St John's Wort,NA,NA,Hypericum,perforatum,Hypericum_perforatum,NA,KH,39.536493,-74.934855,NA,NA,NA,NA,
XCIG2014_2005,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,GAPU,NA,NA,Gaillardia,pulchella,Gaillardia_pulchella,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2029,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2030,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Augochlora,pura,Augochlora_pura,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2031,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Augochlora,pura,Augochlora_pura,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2032,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Augochlora,pura,Augochlora_pura,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2033,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Augochlora,pura,Augochlora_pura,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2034,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Augochlora,pura,Augochlora_pura,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2035,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Lasioglossum,imitatum,Lasioglossum_imitatum,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2038,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,Sympiotrichum?,NA,NA,Symphyotrichum,novae-angliae,Symphyotrichum_novae-angliae,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2039,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,Echin,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2040,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,Echin,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2041,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,Echin,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2042,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,Echin,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2075,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,Rudbeckia_hirta,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2076,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,Rudbeckia_hirta,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2077,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,Rudbeckia_hirta,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2078,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Hylaeus,mesillae,Hylaeus_mesillae,,m,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,Rudbeckia_hirta,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2079,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Hylaeus,modestus,Hylaeus_modestus,,m,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,Rudbeckia_hirta,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2089,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2090,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2091,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Megachile,pugnata,Megachile_pugnata,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2092,2014_BWT,2014,2,7/12/14,BW,AM,1,T,NULL,Megachile,pugnata,Megachile_pugnata,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2008,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Augochlora,pura,Augochlora_pura,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2009,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Augochlora,pura,Augochlora_pura,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2010,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Augochlora,pura,Augochlora_pura,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2011,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Augochlora,pura,Augochlora_pura,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2012,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Augochlora,pura,Augochlora_pura,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2013,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2014,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2015,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2016,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2017,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2018,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2019,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2020,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2021,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2022,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2023,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,impatiens,Bombus_impatiens,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2024,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,bimaculatus,Bombus_bimaculatus,,m,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2025,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2026,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2027,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2028,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Bombus,perplexus,Bombus_perplexus,,f,Gibbs,,12/1/14,bee,NA,MOFI,NA,NA,Monarda,fistulosa,Monarda_fistulosa,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2036,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Ceratina,calcarata,Ceratina_calcarata,,f,Gibbs,,12/1/14,bee,NA,Sympiotrichum?,NA,NA,Symphyotrichum,novae-angliae,Symphyotrichum_novae-angliae,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2037,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Ceratina,strenua,Ceratina_strenua,,m,Gibbs,,12/1/14,bee,NA,Sympiotrichum?,NA,NA,Symphyotrichum,novae-angliae,Symphyotrichum_novae-angliae,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2049,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,Rudbeckia_hirta,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2050,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,Rudbeckia_hirta,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2051,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,Rudbeckia_hirta,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2052,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Melissodes,druriella,Melissodes_druriella,,f,Gibbs,,12/1/14,bee,NA,RUHI2,NA,NA,Rudbeckia,hirta,Rudbeckia_hirta,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2094,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,COLA5,NA,NA,Coreopsis,lanceolata,Coreopsis_lanceolata,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2095,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Ceratina,calcarata,Ceratina_calcarata,,f,Gibbs,,12/1/14,bee,NA,COLA5,NA,NA,Coreopsis,lanceolata,Coreopsis_lanceolata,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2096,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,GAPU,NA,NA,Gaillardia,pulchella,Gaillardia_pulchella,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2097,2014_BWT,2014,2,7/12/14,BW,AM,2,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,GAPU,NA,NA,Gaillardia,pulchella,Gaillardia_pulchella,NA,MR,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_1074,2014_ALC,2014,1,6/6/14,AL,PM,1,C,NULL,Ceratina,strenua,Ceratina_strenua,,m,Gibbs,,12/1/14,bee,NA,ERPH,NA,NA,Erigeron,species,Erigeron_philadelphicus,NA,JZ,40.92378,-74.813615,NA,NA,NA,NA,
XCIG2014_2001,2014_BWT,2014,2,7/12/14,BW,PM,1,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_1998,2014_BWT,2014,2,7/12/14,BW,PM,1,T,NULL,Halictus,ligatus,Halictus_ligatus,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_1999,2014_BWT,2014,2,7/12/14,BW,PM,1,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2000,2014_BWT,2014,2,7/12/14,BW,PM,1,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,f,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
XCIG2014_2002,2014_BWT,2014,2,7/12/14,BW,PM,1,T,NULL,Bombus,griseocollis,Bombus_griseocollis,,m,Gibbs,,12/1/14,bee,NA,ECPU,NA,NA,Echinacea,purpurea,Echinacea_purpurea,NA,KH,39.536073,-74.932563,NA,NA,NA,NA,
